School,Name,Position,Year/Class,Status,Date Entered Portal,From Team,To Team,Rating,High School,Profile URL
UTSA,JayVeon Cardwell,CB,RS-FR,Entered,12/18/2019,Oklahoma State,,87.73,Steele,https://www.on3.com/rivals/jayveon-cardwell-59263/
Vanderbilt,Alex Williams,EDGE,RS-FR,Committed,,Ohio State,Vanderbilt Commodores,87.17,Pickerington North,https://www.on3.com/rivals/alex-williams-3507/
Vanderbilt,Devin Cochran,OT,RS-JR,Committed,,Vanderbilt,Georgia Tech Yellow Jackets,87.07,Greater Atlanta Christian School,https://www.on3.com/rivals/devin-cochran-35956/
Vanderbilt,Devin Cochran,OT,RS-JR,Entered,1/26/2020,Vanderbilt,Georgia Tech,87.07,Greater Atlanta Christian School,https://www.on3.com/rivals/devin-cochran-35956/
Vanderbilt,Alex Williams,EDGE,RS-FR,Entered,1/15/2020,Ohio State,,87.17,Pickerington North,https://www.on3.com/rivals/alex-williams-3507/
Virginia Tech,Changa Hodge,WR,JR,Committed,,Villanova,Virginia Tech Hokies,,South,https://www.on3.com/rivals/changa-hodge-19965/
Virginia Tech,Changa Hodge,WR,JR,Entered,7/31/2020,Villanova,,,South,https://www.on3.com/rivals/changa-hodge-19965/
Virginia Tech,Zach Hoban,K,FR,Committed,,Rice,Virginia Tech Hokies,78.08,Seton Hall Preparatory School,https://www.on3.com/rivals/zach-hoban-122808/
Virginia Tech,Zach Hoban,K,FR,Entered,5/01/2020,Rice,,78.08,Seton Hall Preparatory School,https://www.on3.com/rivals/zach-hoban-122808/
Virginia Tech,Justus Reed,DL,SR,Committed,,Avatar,Youngstown State,84.72,Clearwater Central Catholic,https://www.on3.com/rivals/justus-reed-70055/
Virginia Tech,Jacoby Pinckney,WR,FR,Committed,,Virginia Tech,Appalachian State Mountaineers,89.44,Dorman,https://www.on3.com/rivals/jacoby-pinckney-52381/
Virginia Tech,Jacoby Pinckney,WR,FR,Entered,3/23/2020,Virginia Tech,,89.44,Dorman,https://www.on3.com/rivals/jacoby-pinckney-52381/
Virginia Tech,Justus Reed,DL,SR,Entered,2/07/2020,Avatar,Youngstown State,84.72,Clearwater Central Catholic,https://www.on3.com/rivals/justus-reed-70055/
Virginia Tech,Raheem Blackshear,RB,RS-SO,Committed,,Rutgers,Virginia Tech Hokies,80.52,Archbishop Wood,https://www.on3.com/rivals/raheem-blackshear-97971/
Virginia Tech,Raheem Blackshear,RB,RS-SO,Entered,11/27/2019,Rutgers,,80.52,Archbishop Wood,https://www.on3.com/rivals/raheem-blackshear-97971/
Virginia Tech,DeJuan Ellis,WR,RS-SO,Entered,8/21/2019,Virginia Tech,,86.67,McDonogh School,https://www.on3.com/rivals/dejuan-ellis-33457/
Virginia,Chris Moore,S,SR,Committed,,Avatar,Virginia,80.38,Broad Run,https://www.on3.com/rivals/chris-moore-22175/
Virginia,Chris Moore,S,SR,Entered,4/01/2020,Avatar,Virginia,80.38,Broad Run,https://www.on3.com/rivals/chris-moore-22175/
Virginia,RJ Harvey,QB,FR,Entered,3/15/2020,Virginia,,81.80,Edgewater,https://www.on3.com/rivals/rj-harvey-100666/
Wake Forest,Chelen Garnes,S,SO,Entered,6/01/2020,Navy,,,North Point,https://www.on3.com/rivals/chelen-garnes-21069/
Wake Forest,Chelen Garnes,S,SO,Committed,,Navy,Wake Forest Demon Deacons,,North Point,https://www.on3.com/rivals/chelen-garnes-21069/
Wake Forest,Waydale Jones,WR,RS-SO,Committed,,Wake Forest,Texas State Bobcats,84.25,Jones,https://www.on3.com/rivals/waydale-jones-142253/
Wake Forest,Waydale Jones,WR,RS-SO,Entered,3/01/2020,Wake Forest,,84.25,Jones,https://www.on3.com/rivals/waydale-jones-142253/
Wake Forest,Donald Stewart,WR,RS-JR,Committed,,Stanford,Wake Forest Demon Deacons,87.10,Paramus Catholic,https://www.on3.com/rivals/donald-stewart-37934/
Wake Forest,Donald Stewart,WR,RS-JR,Entered,2/05/2020,Stanford,,87.10,Paramus Catholic,https://www.on3.com/rivals/donald-stewart-37934/
Washington,Kevin Thomson,QB,RS-SR,Committed,,Avatar,Sacramento State,76.55,Auburn Riverside,https://www.on3.com/rivals/kevin-thomson-74480/
Washington,Kevin Thomson,QB,RS-SR,Entered,6/15/2020,Avatar,Sacramento State,76.55,Auburn Riverside,https://www.on3.com/rivals/kevin-thomson-74480/
Washington,Trey Lowe,WR,SO,Entered,1/01/2020,Washington,,91.20,Jesuit,https://www.on3.com/rivals/trey-lowe-116112/
Washington State,Skyler Thomas,S,SR,Committed,,Avatar,Washington State,80.09,Citrus Hill,https://www.on3.com/rivals/skyler-thomas-107734/
Washington State,Skyler Thomas,S,SR,Entered,10/14/2020,Avatar,Washington State,80.09,Citrus Hill,https://www.on3.com/rivals/skyler-thomas-107734/
Washington State,Gage Gubrud,QB,SR,Entered,2/09/2019,Avatar,Washington State,,Mcminnville,https://www.on3.com/rivals/gage-gubrud-44734/
West Virginia,Zack Dobson,WR,JR,Committed,,Avatar,Middle Tennessee State,84.40,Fulton,https://www.on3.com/rivals/zack-dobson-123321/
West Virginia,Zack Dobson,WR,JR,Entered,6/18/2020,Avatar,Middle Tennessee State,84.40,Fulton,https://www.on3.com/rivals/zack-dobson-123321/
West Virginia,Tyler Sumpter,K,RS-JR,Committed,,Troy,West Virginia Mountaineers,78.08,Spain Park,https://www.on3.com/rivals/tyler-sumpter-118150/
West Virginia,Kwantel Raines,LB,RS-FR,Committed,,West Virginia,Temple Owls,91.86,Aliquippa,https://www.on3.com/rivals/kwantel-raines-76278/
West Virginia,Kwantel Raines,LB,RS-FR,Entered,2/06/2020,West Virginia,,91.86,Aliquippa,https://www.on3.com/rivals/kwantel-raines-76278/
West Virginia,Martell Pettaway,RB,RS-JR,Committed,,Avatar,West Virginia,89.33,Martin Luther King Jr.,https://www.on3.com/rivals/martell-pettaway-84444/
West Virginia,Tyler Sumpter,K,RS-JR,Entered,1/08/2020,Troy,,78.08,Spain Park,https://www.on3.com/rivals/tyler-sumpter-118150/
West Virginia,Josh Sills,IOL,RS-JR,Committed,,West Virginia,Oklahoma State Cowboys,83.00,Meadowbrook,https://www.on3.com/rivals/josh-sills-67592/
West Virginia,JoVanni Stewart,S,SR,Committed,,West Virginia,Houston Cougars,78.00,Katy,https://www.on3.com/rivals/jovanni-stewart-68308/
West Virginia,Josh Sills,IOL,RS-JR,Entered,12/17/2019,West Virginia,,83.00,Meadowbrook,https://www.on3.com/rivals/josh-sills-67592/
West Virginia,Martell Pettaway,RB,RS-JR,Entered,12/17/2019,Avatar,West Virginia,89.33,Martin Luther King Jr.,https://www.on3.com/rivals/martell-pettaway-84444/
West Virginia,JoVanni Stewart,S,SR,Entered,10/08/2019,West Virginia,,78.00,Katy,https://www.on3.com/rivals/jovanni-stewart-68308/
West Virginia,Josh Growden,K,SR,Entered,8/09/2019,Avatar,West Virginia,77.32,ProKick Australia,https://www.on3.com/rivals/josh-growden-67152/
West Virginia,Jason Edwards,RB,SO,Entered,8/01/2019,Avatar,West Virginia,,Bluefield,https://www.on3.com/rivals/jason-edwards-57520/
West Virginia,Reuben Jones,EDGE,SR,Entered,6/07/2019,West Virginia,,86.40,Lake Gibson,https://www.on3.com/rivals/reuben-jones-137747/
West Virginia,George Campbell,WR,,Entered,6/04/2019,Avatar,West Virginia,98.06,East Lake,https://www.on3.com/rivals/george-campbell-45649/
West Virginia,Austin Kendall,QB,SR,Entered,1/16/2019,Avatar,West Virginia,91.57,Cuthbertson,https://www.on3.com/rivals/austin-kendall-8476/
Western Kentucky,Mitchell Harralson,LS,FR,Committed,,Avatar,Western Kentucky,75.78,Caldwell County,https://www.on3.com/rivals/mitchell-harralson-89970/
Western Kentucky,Mitchell Harralson,LS,FR,Entered,7/22/2020,Avatar,Western Kentucky,75.78,Caldwell County,https://www.on3.com/rivals/mitchell-harralson-89970/
Western Kentucky,Tyrrell Pigrome,QB,SR,Committed,,Avatar,Maryland,84.25,Clay-Chalkville,https://www.on3.com/rivals/tyrrell-pigrome-118921/
Western Kentucky,Tyrrell Pigrome,QB,SR,Entered,2/05/2020,Avatar,Maryland,84.25,Clay-Chalkville,https://www.on3.com/rivals/tyrrell-pigrome-118921/
Western Kentucky,Will Ignont,LB,RS-SO,Committed,,Tennessee,Western Kentucky Hilltoppers,91.52,Buckhorn,https://www.on3.com/rivals/will-ignont-140128/
Western Kentucky,Josh Samuel,RB,JR,Committed,,Avatar,Western Kentucky,79.27,Central Gwinnett,https://www.on3.com/rivals/josh-samuel-67547/
Western Kentucky,Josh Samuel,RB,JR,Entered,12/05/2019,Avatar,Western Kentucky,79.27,Central Gwinnett,https://www.on3.com/rivals/josh-samuel-67547/
Western Kentucky,Will Ignont,LB,RS-SO,Entered,9/25/2019,Tennessee,,91.52,Buckhorn,https://www.on3.com/rivals/will-ignont-140128/
Western Michigan,La'Darius Jefferson,RB,SO,Entered,1/10/2020,Michigan State,,86.57,Muskegon,https://www.on3.com/rivals/ladarius-jefferson-142618/
Western Michigan,La'Darius Jefferson,RB,SO,Committed,,Michigan State,Western Michigan Broncos,86.57,Muskegon,https://www.on3.com/rivals/ladarius-jefferson-142618/
Western Michigan,Therran Coleman,CB,SR,Committed,,Avatar,Pittsburgh,88.37,Brashear,https://www.on3.com/rivals/therran-coleman-112190/
Western Michigan,Jaxson Kincaide,RB,SR,Committed,,Avatar,Nevada,,St. Thomas Aquinas,https://www.on3.com/rivals/jaxson-kincaide-58361/
Western Michigan,Therran Coleman,CB,SR,Entered,12/09/2019,Avatar,Pittsburgh,88.37,Brashear,https://www.on3.com/rivals/therran-coleman-112190/
Western Michigan,Jaxson Kincaide,RB,SR,Entered,9/30/2019,Avatar,Nevada,,St. Thomas Aquinas,https://www.on3.com/rivals/jaxson-kincaide-58361/
Wisconsin,Dante Caputo,S,FR,Entered,1/14/2021,Wisconsin,,,North Allegheny,https://www.on3.com/rivals/dante-caputo-29763/
Wisconsin,Christian Bell,EDGE,RS-JR,Committed,,Wisconsin,South Alabama Jaguars,89.49,Hoover,https://www.on3.com/rivals/christian-bell-22771/
Wisconsin,Bradrick Shaw,RB,RS-JR,Entered,6/09/2020,Avatar,Wisconsin,89.66,Hoover,https://www.on3.com/rivals/bradrick-shaw-11829/
Wisconsin,Christian Bell,EDGE,RS-JR,Entered,6/01/2020,Wisconsin,,89.49,Hoover,https://www.on3.com/rivals/christian-bell-22771/
Wisconsin,Seth Currens,TE,SR,Committed,,Avatar,Wisconsin,81.57,Pickerington Central,https://www.on3.com/rivals/seth-currens-105997/
Wisconsin,Seth Currens,TE,SR,Entered,6/01/2020,Avatar,Wisconsin,81.57,Pickerington Central,https://www.on3.com/rivals/seth-currens-105997/
Wyoming,Isaiah Abdullah,LB,FR,Committed,,Avatar,Wyoming,79.05,Woodrow Wilson Senior,https://www.on3.com/rivals/isaiah-abdullah-49329/
Wyoming,Jerome Cooper,S,FR,Entered,6/05/2020,Avatar,Wyoming,77.32,Alain LeRoy Locke,https://www.on3.com/rivals/jerome-cooper-60887/
Wyoming,Isaiah Abdullah,LB,FR,Entered,4/29/2020,Avatar,Wyoming,79.05,Woodrow Wilson Senior,https://www.on3.com/rivals/isaiah-abdullah-49329/
