RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
27,Isaiah Hankins,BAY,PK,18,25,72.0,54,0-0,6-6,6-8,4-8,2-3,21,23,91.3
27,Grady Gross,WASH,PK,18,22,81.8,47,0-0,7-7,4-7,7-8,0-0,63,63,100.0
27,Drew Stevens,IOWA,PK,18,26,69.2,53,0-0,7-8,5-6,4-8,2-4,19,20,95.0
27,Andrew Conrad,ECU,PK,18,25,72.0,51,0-0,4-5,6-6,7-11,1-3,20,21,95.2
27,Gianni Spetic,OHIO,PK,18,26,69.2,40,2-2,11-12,4-5,1-5,0-2,33,34,97.1
27,Todd Pelino,DUKE,PK,18,23,78.3,52,0-0,4-6,5-6,7-9,2-2,38,38,100.0
38,Andrew Stein,USM,PK,17,23,73.9,52,1-1,5-5,6-8,4-7,1-2,27,28,96.4
38,Brock Travelstead,LOU,PK,17,24,70.8,53,0-0,3-4,9-12,4-6,1-2,39,41,95.1
38,Michael Hayes II,WVU,PK,17,21,81.0,49,0-0,7-7,5-5,5-6,0-3,46,46,100.0
38,Trey Smack,FLA,PK,17,21,81.0,54,0-0,5-5,6-6,4-7,2-3,29,29,100.0
38,Aidan Birr,GT,PK,17,19,89.5,48,0-0,7-7,3-3,7-9,0-0,37,38,97.4
38,Dominic Zvada,ARST,PK,17,22,77.3,53,0-0,4-5,5-7,7-9,1-1,41,41,100.0
38,Chase Meyer,TLSA,PK,17,20,85.0,47,0-0,7-7,7-8,3-5,0-0,30,31,96.8
45,Camden Wise,JMU,PK,16,18,88.9,46,0-0,7-7,8-9,1-2,0-0,53,53,100.0
45,Noah Rauschenberg,UNT,PK,16,19,84.2,49,0-0,6-6,6-6,4-6,0-1,46,46,100.0
45,Gino Garcia,TTU,PK,16,22,72.7,55,0-0,4-4,7-8,2-5,3-5,40,40,100.0
45,Jayden Fielding,OSU,PK,16,20,80.0,47,0-0,5-5,6-6,5-8,0-1,49,50,98.0
45,Kyle Ferrie,MSST,PK,16,22,72.7,49,0-0,4-5,5-5,7-11,0-1,27,27,100.0
50,Brandon Talton,NEV,PK,15,20,75.0,52,0-0,2-2,7-7,5-8,1-3,19,19,100.0
50,Spencer Shrader,ND,PK,15,22,68.2,54,0-0,3-3,5-6,3-6,4-7,61,62,98.4
50,Jordan Noyes,CSU,PK,15,19,78.9,55,0-0,2-2,8-8,4-6,1-3,29,29,100.0
50,Zach Schmit,OU,PK,15,21,71.4,46,0-0,9-10,4-6,2-4,0-1,67,67,100.0
50,Cole Becker,UTAH,PK,15,18,83.3,51,0-0,2-2,10-12,2-2,1-2,28,28,100.0
50,Carter Brown,CIN,PK,15,19,78.9,54,0-0,6-8,4-5,4-5,1-1,30,30,100.0
50,Andrew Glass,KENT,PK,15,17,88.2,48,0-0,4-4,5-6,6-7,0-0,16,17,94.1
50,Jack Browning,SDSU,PK,15,22,68.2,61,0-0,5-5,3-5,5-9,2-3,23,23,100.0
50,Mason Shipley,TXST,PK,15,15,100.0,47,0-0,6-6,5-5,4-4,0-0,58,59,98.3
50,Matthew Dapore,AFA,PK,15,19,78.9,50,0-0,6-7,1-3,7-8,1-1,34,35,97.1
50,Jai Patel,RUTG,PK,15,18,83.3,51,0-0,7-7,3-4,3-3,2-4,33,34,97.1
50,Nathanial Vakos,WIS,PK,15,19,78.9,52,1-1,3-3,7-7,3-4,1-4,34,34,100.0
50,Jackson Courville,BALL,PK,15,21,71.4,48,0-0,8-8,4-5,3-4,0-4,24,25,96.0
63,Caleb Griffin,ILL,PK,14,19,73.7,53,0-0,7-7,0-0,5-8,2-4,24,26,92.3
63,Kenneth Almendares,UL,PK,14,16,87.5,46,0-0,7-7,5-5,2-4,0-0,50,51,98.0
63,Diego Guajardo,USA,PK,14,21,66.7,51,0-0,2-3,5-5,6-9,1-4,44,46,95.7
63,Matthew Shipley,HAW,PK,14,18,77.8,51,0-0,3-3,6-6,2-5,3-4,30,31,96.8
63,Jack Olsen,NU,PK,14,19,73.7,47,1-1,4-4,5-6,4-6,0-2,33,33,100.0
63,Jonathan Weitz,CLEM,PK,14,20,70.0,52,1-1,4-5,4-4,3-7,2-3,29,29,100.0
63,Griffin Kell,TCU,PK,14,21,66.7,57,0-0,2-2,4-4,5-8,3-7,44,46,95.7
63,Matthew Dennis,WAKE,PK,14,20,70.0,44,0-0,8-9,5-9,1-2,0-0,20,21,95.2
63,Alen Karajic,JVST,PK,14,20,70.0,43,0-0,5-5,5-7,4-7,0-1,42,43,97.7
63,Ethan Sanchez,ODU,PK,14,21,66.7,49,0-0,5-6,5-6,4-8,0-1,36,36,100.0
73,Jonathan Kim,MSU,PK,13,18,72.2,58,0-0,0-0,6-6,3-5,4-7,17,17,100.0
73,Chase Allen,UTSA,PK,13,15,86.7,53,0-0,3-3,3-4,6-6,1-2,49,49,100.0
73,John Hoyland,WYO,PK,13,20,65.0,56,0-0,2-2,8-8,0-3,3-7,38,39,97.4
73,Alex McPherson,AUB,PK,13,13,100.0,53,0-0,3-3,6-6,3-3,1-1,40,40,100.0
73,Jack Howes,MD,PK,13,19,68.4,49,0-0,3-4,5-5,5-9,0-1,46,47,97.9
73,Alan Anaya,BGSU,PK,13,18,72.2,42,0-0,4-4,6-8,3-5,0-1,43,43,100.0
73,Atticus Sappington,ORST,PK,13,14,92.9,48,0-0,3-3,5-5,5-6,0-0,49,50,98.0
73,Colton Boomer,UCF,PK,13,21,61.9,55,0-0,5-6,2-5,4-6,2-4,48,50,96.0
81,Camden Lewis,ORE,PK,12,18,66.7,45,0-0,5-5,4-6,3-6,0-1,70,70,100.0
81,Jacob Barnes,LT,PK,12,15,80.0,46,0-0,3-3,6-7,3-5,0-0,29,31,93.5
81,Luke Pawlak,TOL,PK,12,15,80.0,44,0-0,4-4,7-9,1-2,0-0,50,51,98.0
81,Mitch Jeter,SC,PK,12,14,85.7,51,0-0,5-5,3-3,3-3,1-3,33,34,97.1
81,Quinn Maretzki,ARMY,PK,12,14,85.7,47,0-0,5-5,3-4,4-5,0-0,25,25,100.0
81,Jesus Gomez,EMU,PK,12,16,75.0,55,0-0,3-3,4-5,3-4,2-4,21,24,87.5
81,Damian Ramos,LSU,PK,12,15,80.0,48,0-0,5-6,5-5,2-3,0-1,77,77,100.0
88,Dario Longhetto,ASU,PK,11,16,68.8,51,0-0,3-3,7-8,0-2,1-3,20,20,100.0
88,Alex McNulty,BUFF,PK,11,19,57.9,53,1-1,0-1,0-3,8-9,2-5,26,26,100.0
88,Ben Sauls,PITT,PK,11,16,68.8,47,0-0,2-2,4-4,5-7,0-3,28,28,100.0
88,Matt Quinn,UAB,PK,11,18,61.1,48,0-0,5-7,4-8,2-3,0-0,38,39,97.4
88,Cameron Carson,MASS,PK,11,20,55.0,49,0-0,4-4,5-7,2-5,0-4,27,28,96.4
88,Seth Keller,KU,PK,11,14,78.6,44,0-0,7-7,2-3,2-4,0-0,47,49,95.9
88,John Cannon,USF,PK,11,16,68.8,45,0-0,2-2,3-5,6-9,0-0,52,52,100.0
88,Elliott Nimrod,USU,PK,11,14,78.6,45,0-0,3-3,6-8,2-3,0-0,41,43,95.3
88,Colby Sessums,SHSU,PK,11,14,78.6,53,0-0,3-3,5-5,1-3,2-3,27,28,96.4
88,Chris Tennant,KSU,PK,11,14,78.6,51,0-0,4-6,2-2,4-5,1-1,56,57,98.2
88,Kanon Woodill,NIU,PK,11,17,64.7,49,0-0,2-3,7-9,2-4,0-1,27,27,100.0
88,Will Ferrin,BYU,PK,11,14,78.6,49,0-0,1-1,4-4,6-7,0-2,32,33,97.0
88,Rece Verhoff,MRSH,PK,11,18,61.1,44,0-0,5-5,2-6,4-6,0-1,32,32,100.0
88,Liam Connor,BC,PK,11,14,78.6,45,0-0,3-3,3-3,5-8,0-0,36,39,92.3
102,Alex Raynor,UK,PK,10,11,90.9,50,0-0,4-4,1-1,4-4,1-2,48,49,98.0
102,Dean Janikowski,WSU,PK,10,15,66.7,55,0-0,1-1,5-5,2-5,2-4,44,44,100.0
102,Chris Freeman,IU,PK,10,14,71.4,50,1-1,3-3,3-4,2-4,1-2,29,30,96.7
102,Derek McCormick,ULM,PK,10,12,83.3,50,0-0,5-6,2-3,1-1,2-2,16,17,94.1
102,Zeke Rankin,MTSU,PK,10,14,71.4,38,0-0,6-6,4-6,0-2,0-0,35,37,94.6
102,Kade Hensley,CCU,PK,10,13,76.9,49,0-0,4-4,5-7,1-2,0-0,26,26,100.0
102,Denis Lynch,USC,PK,10,14,71.4,53,0-0,2-3,5-8,2-2,1-1,65,66,98.5
102,Kyler Halvorsen,SJSU,PK,10,15,66.7,41,0-0,4-4,5-9,1-2,0-0,54,55,98.2
102,Brady Denaburg,SYR,PK,10,16,62.5,46,0-0,1-1,6-8,3-4,0-3,36,37,97.3
102,Alejandro Mata,COLO,PK,10,12,83.3,47,0-0,1-1,5-5,4-6,0-0,26,27,96.3
102,Tanner Gillis,MEM,P,10,13,76.9,49,0-0,3-3,1-2,6-8,0-0,47,49,95.9
102,Luke Drzewiecki,UNM,PK,10,14,71.4,47,1-1,4-5,3-3,2-4,0-1,37,38,97.4
102,Buzz Flabiano,UTEP,PK,10,14,71.4,43,0-0,4-4,5-6,1-4,0-0,29,30,96.7
115,Chase Gabriel,FIU,PK,9,12,75.0,50,0-0,3-3,2-4,3-4,1-1,21,23,91.3
115,Palmer Domschke,WMU,PK,9,15,60.0,49,0-0,2-3,4-4,3-8,0-0,35,35,100.0
115,Tristan Alvano,NEB,PK,9,15,60.0,55,0-0,2-2,4-5,2-7,1-1,27,27,100.0
115,Lucas Carneiro,WKU,PK,9,12,75.0,45,0-0,5-6,0-1,4-5,0-0,47,47,100.0
115,Liam Rickman,GAST,PK,9,12,75.0,46,0-0,2-2,6-8,1-2,0-0,41,42,97.6
115,Kyle Cunanan,CLT,PK,9,15,60.0,49,0-0,2-2,2-5,5-7,0-1,16,16,100.0
121,Tim Horn,RICE,PK,8,12,66.7,48,0-0,3-4,2-3,3-5,0-0,47,47,100.0
121,Jack Martin,HOU,PK,8,14,57.1,44,0-0,1-1,4-4,3-7,0-2,34,34,100.0
121,Mateen Bhaghani,CAL,PK,8,9,88.9,43,0-0,3-3,3-4,2-2,0-0,29,29,100.0
124,Camden Price,TEM,PK,7,12,58.3,42,0-0,0-0,3-5,4-7,0-0,24,26,92.3
124,Jacob Borcila,VAN,PK,7,10,70.0,44,0-0,1-1,3-4,3-5,0-0,29,30,96.7
124,Tristan Mattson,CMU,PK,7,14,50.0,58,0-0,3-3,1-3,2-4,1-4,31,33,93.9
124,Joe McFadden,CONN,PK,7,13,53.8,50,0-0,1-1,4-4,1-7,1-1,20,23,87.0
124,Liam Gray,CCU,PK,7,12,58.3,43,0-0,4-4,1-4,2-2,0-2,17,17,100.0
129,Ben Freehill,PUR,PK,6,11,54.5,44,0-0,0-0,4-6,2-4,0-1,21,22,95.5
129,RJ Lopez,UCLA,PK,6,11,54.5,47,0-0,1-2,4-5,1-4,0-0,31,32,96.9
129,Nathan Kirkwood,NAVY,PK,6,9,66.7,45,0-0,1-1,3-3,2-5,0-0,16,17,94.1
132,Logan Lupo,FAU,P,5,8,62.5,37,0-0,3-3,2-4,0-1,0-0,21,21,100.0
132,Nick Brown,LIB,PK,5,10,50.0,41,0-0,0-0,3-6,2-4,0-0,65,66,98.5
134,Teagen Lenderink,LIB,PK,4,5,80.0,36,0-0,2-3,2-2,0-0,0-0,5,6,83.3
134,Jace Feely,COLO,PK,4,7,57.1,49,0-0,0-0,3-4,1-3,0-0,10,10,100.0
134,Owen Wiley,AKR,PK,4,6,66.7,38,0-0,2-2,2-2,0-2,0-0,12,12,100.0
134,Gabriel Plascencia,SDSU,PK,4,4,100.0,46,0-0,2-2,1-1,1-1,0-0,2,2,100.0
138,Ryan Coe,UNC,PK,3,4,75.0,47,0-0,0-0,2-3,1-1,0-0,8,8,100.0
138,Noe Ruelas,CONN,PK,3,4,75.0,41,0-0,1-1,1-1,1-1,0-1,3,3,100.0
138,Seth Morgan,MEM,PK,3,5,60.0,47,0-0,1-2,0-0,2-2,0-1,14,14,100.0
138,Michael Luckhurst,CAL,PK,3,9,33.3,39,0-0,0-0,3-4,0-5,0-0,11,14,78.6
138,Noah Perez,AKR,PK,3,7,42.9,40,0-0,1-1,1-2,1-3,0-1,9,9,100.0
143,Jake Seibert,NIU,PK,2,5,40.0,30,0-0,1-2,1-1,0-2,0-0,4,4,100.0
143,Jake Larson,CLT,PK,2,4,50.0,35,0-0,1-1,1-1,0-2,0-0,5,5,100.0
143,Evan Warren,NAVY,PK,2,5,40.0,31,0-0,1-1,1-3,0-1,0-0,6,6,100.0
143,Dante Jackson,AKR,PK,2,3,66.7,25,0-0,2-2,0-1,0-0,0-0,3,3,100.0
143,Blake Glessner,UCLA,PK,2,6,33.3,35,0-0,1-2,1-2,0-2,0-0,13,13,100.0
143,Buck Buchanan,LT,PK,2,4,50.0,53,0-0,0-0,1-1,0-0,1-3,2,2,100.0
143,Julio Macias,PUR,PK,2,6,33.3,40,0-0,0-1,1-2,1-3,0-0,9,10,90.0
143,Garrison Rippa,JVST,PK,2,2,100.0,27,0-0,2-2,0-0,0-0,0-0,4,4,100.0
143,William Testa,USU,PK,2,3,66.7,32,0-0,1-1,1-2,0-0,0-0,7,7,100.0
152,Nick Lopez,LOU,PK,1,1,100.0,40,0-0,0-0,0-0,1-1,0-0,11,11,100.0
152,Nick Barr-Mira,MSST,PK,1,1,100.0,49,0-0,0-0,0-0,1-1,0-0,2,2,100.0
152,Marshall Meeder,IOWA,PK,1,1,100.0,38,0-0,0-0,1-1,0-0,0-0,0,0,0.0
152,Caden Costa,MISS,PK,1,1,100.0,36,0-0,0-0,1-1,0-0,0-0,6,6,100.0
152,Adam Mihalek,FLA,PK,1,3,33.3,32,0-0,0-0,1-2,0-1,0-0,4,5,80.0
152,Evan Johnson,MD,PK,1,1,100.0,24,0-0,1-1,0-0,0-0,0-0,0,0,0.0
152,Kenyon Bowyer,EMU,PK,1,1,100.0,25,0-0,1-1,0-0,0-0,0-0,4,4,100.0
152,Tate Sandell,UTSA,PK,1,2,50.0,47,0-0,0-0,0-0,1-2,0-0,2,2,100.0
152,Nico Radicic,IU,PK,1,1,100.0,21,0-0,1-1,0-0,0-0,0-0,2,2,100.0
152,Josh Turbyville,TENN,PK,1,1,100.0,33,0-0,0-0,1-1,0-0,0-0,1,1,100.0
152,Robert Gunn III,CLEM,PK,1,4,25.0,23,0-0,1-2,0-1,0-1,0-0,14,15,93.3
152,Carter Davis,FAU,PK,1,2,50.0,38,0-0,0-0,1-2,0-0,0-0,16,16,100.0
152,Braxton Guilbeau,ULM,P,1,2,50.0,26,0-0,1-1,0-0,0-1,0-0,4,4,100.0
152,Joey Cheek,UTAH,PK,1,2,50.0,37,0-0,0-0,1-1,0-1,0-0,7,7,100.0
152,Reagan Tubbs,AFA,PK,1,1,100.0,30,0-0,0-0,1-1,0-0,0-0,8,8,100.0
152,Tyler Black,WAKE,PK,1,2,50.0,36,0-0,0-0,1-2,0-0,0-0,2,2,100.0
152,Alex Kasee,OHIO,PK,1,2,50.0,39,0-0,0-0,1-1,0-1,0-0,2,2,100.0
152,Kameron Lake,MRSH,PK,1,2,50.0,20,0-0,1-1,0-1,0-0,0-0,4,4,100.0
170,Jacob Meeks,USA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Alex Herrera,SC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Tyler Keltner,FSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Alan Guerrieri,UL,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Cole Talley,ARMY,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,1,1,100.0
170,Diego Medina,GAST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Sander Sahaydak,PSU,PK,0,2,0.0,0,0-0,0-0,0-2,0-0,0-0,7,7,100.0
170,Marshall Meyers,AUB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Daniel King,WVU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Gavin Stewart,GT,PK,0,3,0.0,0,0-0,0-0,0-1,0-1,0-1,8,8,100.0
170,Quinn Castner,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Lucas Matias,FIU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,5,100.0
170,Addison Shrock,WASH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Caleb Krockover,PUR,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Ethan Moczulski,TA&M,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Hogan Morton,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Gavin Marshall,OU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Brayden Beck,LIB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Emmet Kenney,STAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Andre Meono,UNLV,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Stephen Rusnak,MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
170,Logan Ward,OKST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,7,7,100.0
170,Owen Piepergerdes,KU,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,6,6,100.0
170,Adam Samaha,MICH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Will Hryszko,KENT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Nathan Dibert,LSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Zac Yoakam,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Kanoah Vinesett,NCSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Conor Talty,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Leyton Simmering,KSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
170,Enock Gota,RICE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Luke Stagg,ULM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Jude McAtamney,RUTG,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
170,Connor Gibbs,USM,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,2,100.0
170,Carlos Alvarado,ARMY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Marcello Diomede,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Isaac Kone,GAST,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,3,3,100.0
170,Ashton Wolff,CSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,6,83.3
170,Kellan McLaughlin,M-OH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
170,Liam Quigley,TOL,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Tyler Robles,USC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Sam Carpenter,PITT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Grant Meadors,ORE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,5,100.0
170,Will Rocha,MIA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
