RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
49,Dylan Cunanan,TOL,PK,15,21,71.4,54,0-0,6-8,3-4,4-6,2-3,40,41,97.6
61,Michael Lantz,USC,PK,14,21,66.7,54,1-1,6-8,3-4,3-6,1-2,50,50,100.0
61,Ryan Coe,CAL,PK,14,22,63.6,54,0-0,3-4,3-6,4-5,4-7,16,16,100.0
61,Jordan Noyes,CSU,PK,14,20,70.0,60,0-0,6-6,4-4,2-4,2-6,33,33,100.0
61,Emmet Kenney,STAN,PK,14,17,82.4,52,0-0,2-2,5-5,5-6,2-4,32,32,100.0
61,Isaiah Hankins,BAY,PK,14,19,73.7,51,0-0,2-2,6-6,4-7,2-4,50,51,98.0
61,Christian Pavon,SHSU,PK,14,24,58.3,52,1-1,6-7,3-6,3-8,1-2,35,35,100.0
61,Atticus Sappington,ORE,PK,14,16,87.5,42,1-1,7-7,3-3,3-4,0-1,41,43,95.3
61,Max Larson,ULM,PK,14,17,82.4,47,0-0,6-6,4-4,4-6,0-1,27,28,96.4
61,Rece Verhoff,MRSH,PK,14,19,73.7,51,0-0,2-2,4-6,7-10,1-1,40,40,100.0
61,Austin Welch,KENN,PK,14,18,77.8,49,1-1,2-2,8-9,3-6,0-0,20,21,95.2
61,Liam Rickman,GAST,PK,14,19,73.7,47,0-0,6-6,4-6,4-7,0-0,30,30,100.0
61,Garrison Rippa,JVST,PK,14,19,73.7,51,0-0,3-3,2-5,8-10,1-1,61,63,96.8
73,Ryan Fitzgerald,FSU,PK,13,13,100.0,59,0-0,5-5,3-3,0-0,5-5,14,14,100.0
73,Michael Hayes II,WVU,PK,13,14,92.9,52,0-0,2-2,4-5,6-6,1-1,41,41,100.0
73,Luka Zurak,WMU,PK,13,15,86.7,48,0-0,5-5,5-5,3-4,0-1,45,45,100.0
73,Mitch Jeter,ND,PK,13,21,61.9,49,0-0,2-4,1-3,10-13,0-1,54,54,100.0
73,Jonah Dalmas,BOIS,PK,13,18,72.2,48,0-0,7-7,1-3,5-7,0-1,65,65,100.0
73,Garrison Smith,AKR,PK,13,16,81.3,49,0-0,3-3,4-5,6-8,0-0,24,24,100.0
73,Zach Long,BGSU,PK,13,19,68.4,50,0-0,1-2,6-9,5-7,1-1,22,22,100.0
73,Buck Buchanan,LT,PK,13,20,65.0,57,0-0,5-7,4-5,2-4,2-4,29,31,93.5
73,Jayden Fielding,OSU,PK,13,17,76.5,46,0-0,2-2,4-6,7-8,0-1,73,73,100.0
73,Dylan Lynch,FRES,PK,13,20,65.0,48,0-0,1-1,5-7,7-11,0-1,38,39,97.4
73,Luke Drzewiecki,UNM,PK,13,18,72.2,45,1-1,6-6,4-6,2-5,0-0,41,42,97.6
73,Jacob Lurie,MASS,PK,13,21,61.9,45,0-0,7-7,3-4,3-8,0-2,29,30,96.7
73,Gianni Spetic,OHIO,PK,13,16,81.3,52,0-0,4-4,5-6,3-4,1-2,47,48,97.9
73,Gabriel Plascencia,SDSU,PK,13,14,92.9,50,0-0,7-7,3-3,2-3,1-1,18,19,94.7
73,Nathan Hawks,CIN,PK,13,17,76.5,55,0-0,4-4,3-4,3-5,3-4,24,26,92.3
88,Tabor Allen,KU,PK,12,15,80.0,47,0-0,8-8,1-3,3-4,0-0,40,42,95.2
88,John Cannon,USF,PK,12,16,75.0,53,0-0,2-2,5-6,4-6,1-2,47,48,97.9
88,Kyler Halvorsen,SJSU,PK,12,17,70.6,45,1-1,5-6,4-5,2-5,0-0,45,45,100.0
88,Logan Ward,OKST,PK,12,17,70.6,52,0-0,3-3,4-5,4-8,1-1,34,35,97.1
88,Nathanial Vakos,WIS,PK,12,19,63.2,53,0-0,3-3,6-10,0-3,3-3,31,31,100.0
88,Alejandro Mata,COLO,PK,12,15,80.0,47,0-0,5-6,4-4,3-5,0-0,55,55,100.0
88,Kansei Matsuzawa,HAW,PK,12,16,75.0,41,1-1,5-6,4-6,2-3,0-0,32,32,100.0
95,Scott Taylor Renfroe,TROY,PK,11,13,84.6,50,1-1,1-2,6-6,2-3,1-1,34,36,94.4
95,Jack Howes,MD,PK,11,16,68.8,48,0-0,2-2,6-6,3-5,0-3,30,31,96.8
95,Stephen Rusnak,CLT,PK,11,11,100.0,54,0-0,4-4,2-2,2-2,3-3,25,25,100.0
95,Ethan Sanchez,ODU,PK,11,12,91.7,53,0-0,6-6,3-3,1-1,1-2,37,42,88.1
95,Kali Nguma,UNT,PK,11,16,68.8,46,0-0,2-5,5-5,4-5,0-1,55,55,100.0
95,Jackson Courville,BALL,PK,11,13,84.6,52,0-0,4-4,4-6,1-1,2-2,30,31,96.8
95,Derek Morris,CAL,PK,11,15,73.3,46,1-1,4-5,3-4,3-5,0-0,13,13,100.0
102,Matthew Shipley,ARK,PK,10,12,83.3,55,0-0,3-3,2-2,3-5,2-2,26,26,100.0
102,Luke Akers,NU,P,10,14,71.4,43,0-0,4-5,4-4,2-3,0-2,11,11,100.0
102,Everett Hayes,ORST,PK,10,15,66.7,55,0-0,3-3,3-5,3-4,1-3,33,33,100.0
102,Seth Morgan,TLSA,PK,10,15,66.7,47,0-0,2-2,3-4,5-9,0-0,33,34,97.1
102,Trey Gronotte,ARMY,PK,10,12,83.3,39,0-0,2-3,8-8,0-1,0-0,54,54,100.0
102,Colin Karhu,LIB,PK,10,14,71.4,47,0-0,4-4,4-5,2-5,0-0,41,41,100.0
102,Nico Radicic,IU,PK,10,11,90.9,41,1-1,4-4,3-3,2-3,0-0,69,69,100.0
102,Andrew Conrad,ECU,PK,10,14,71.4,52,0-0,0-1,5-7,3-3,2-3,31,34,91.2
102,Buzz Flabiano,UTEP,PK,10,17,58.8,45,0-0,3-4,2-3,5-9,0-1,28,28,100.0
102,Kyle Ferrie,MSST,PK,10,12,83.3,47,0-0,4-5,4-4,2-3,0-0,38,39,97.4
102,Connor Gibbs,USM,PK,10,13,76.9,59,0-0,2-2,2-3,3-4,3-4,7,10,70.0
102,John Hohl,NEB,PK,10,15,66.7,54,0-0,3-3,4-7,2-4,1-1,23,25,92.0
114,Tristian Vandenberg,MEM,PK,9,12,75.0,43,0-0,3-4,1-2,5-5,0-1,25,25,100.0
114,Zeke Rankin,MTSU,PK,9,12,75.0,48,0-0,3-3,3-4,3-3,0-2,26,26,100.0
114,Zach Schmit,OU,PK,9,11,81.8,56,0-0,3-3,2-3,3-3,1-2,19,19,100.0
114,Matthew Dapore,AFA,PK,9,15,60.0,45,0-0,3-4,4-5,2-5,0-1,24,24,100.0
118,Jack Martin,HOU,PK,8,10,80.0,49,0-0,5-5,1-1,2-4,0-0,12,12,100.0
118,Dean Janikowski,WSU,PK,8,13,61.5,52,0-0,2-3,4-5,1-4,1-1,56,58,96.6
118,Morgan Suarez,FAU,PK,8,11,72.7,43,0-0,5-5,2-4,1-2,0-0,39,39,100.0
118,Jackson Kennedy,SYR,PK,8,11,72.7,44,0-0,3-3,2-4,3-3,0-1,25,26,96.2
118,Caden Costa,MEM,PK,8,13,61.5,47,1-1,3-3,3-6,1-1,0-2,26,28,92.9
118,Graham Nicholson,ALA,PK,8,10,80.0,51,0-0,3-3,2-2,2-3,1-2,53,53,100.0
124,Tyler Keltner,OU,PK,7,9,77.8,50,0-0,2-2,2-2,2-4,1-1,12,13,92.3
124,Tim Horn,RICE,PK,7,11,63.6,47,0-0,5-5,1-3,1-3,0-0,15,15,100.0
124,Jack Olsen,NU,PK,7,10,70.0,46,1-1,0-1,3-3,3-5,0-0,10,10,100.0
124,Kyle Ramsey,ARK,PK,7,12,58.3,51,0-0,2-2,0-0,4-9,1-1,23,23,100.0
124,Jacob Barnes,TULN,PK,7,9,77.8,47,0-0,1-1,3-4,3-3,0-1,24,25,96.0
124,Michael Hughes,APP,PK,7,8,87.5,41,0-0,2-2,4-4,1-2,0-0,16,16,100.0
124,Tanner Cragun,USU,PK,7,9,77.8,40,0-0,1-1,5-5,1-3,0-0,36,37,97.3
124,Ian Hershey,ASU,P,7,12,58.3,47,0-0,4-4,1-3,2-4,0-1,20,21,95.2
124,Spencer Porath,PUR,PK,7,11,63.6,45,0-0,6-7,0-3,1-1,0-0,17,17,100.0
133,Grant Reddick,UCF,PK,6,9,66.7,45,0-0,3-3,2-2,1-3,0-1,25,25,100.0
133,Noah Perez,ECU,PK,6,7,85.7,42,0-0,3-3,1-1,2-3,0-0,11,12,91.7
133,Jackson Kleather,BGSU,PK,6,9,66.7,45,0-0,1-2,3-3,2-3,0-1,17,18,94.4
133,Ian Vachon,AUB,PK,6,8,75.0,41,0-0,4-4,1-2,1-2,0-0,11,11,100.0
137,Chase Allen,UTSA,PK,5,9,55.6,35,0-0,4-4,1-2,0-3,0-0,11,11,100.0
137,Enock Gota,RICE,PK,5,8,62.5,46,0-0,2-2,1-3,2-3,0-0,13,14,92.9
137,Alejandro Prado,FIU,PK,5,7,71.4,38,0-0,2-3,3-3,0-1,0-0,25,26,96.2
137,Nathan Kirkwood,NAVY,PK,5,9,55.6,46,0-0,3-4,0-1,2-4,0-0,50,54,92.6
137,Kyle Cunanan,CLT,PK,5,5,100.0,31,0-0,3-3,2-2,0-0,0-0,5,5,100.0
137,Towns McGough,AUB,PK,5,12,41.7,32,0-0,3-4,2-3,0-1,0-4,27,27,100.0
143,Jackson Moore,APP,PK,4,6,66.7,44,0-0,0-0,2-4,2-2,0-0,16,16,100.0
143,Nathan Totten,MRSH,PK,4,6,66.7,39,0-0,3-3,1-2,0-1,0-0,8,8,100.0
143,Ethan Head,TULN,PK,4,5,80.0,38,0-0,1-1,3-4,0-0,0-0,18,21,85.7
146,Matthew Killam,NEV,PK,3,6,50.0,36,0-0,2-2,1-1,0-3,0-0,28,29,96.6
146,Reese Burkhardt,TTU,PK,3,4,75.0,41,0-0,0-0,1-1,2-2,0-1,12,12,100.0
146,Elliott Nimrod,USU,PK,3,7,42.9,50,0-0,0-1,1-2,1-2,1-2,9,10,90.0
146,Carter Brown,CIN,PK,3,5,60.0,49,0-0,1-2,1-2,1-1,0-0,8,8,100.0
146,Will Hryszko,KENT,PK,3,5,60.0,40,0-0,0-0,2-2,1-3,0-0,15,15,100.0
146,Brady Denaburg,SYR,PK,3,6,50.0,33,0-0,1-2,2-2,0-2,0-0,16,16,100.0
146,Colton Boomer,UCF,PK,3,6,50.0,50,0-0,1-2,0-0,1-2,1-2,19,20,95.0
146,Tristan Alvano,NEB,PK,3,4,75.0,31,0-0,2-2,1-2,0-0,0-0,12,12,100.0
146,Nico Gramatica,USF,PK,3,5,60.0,58,0-0,0-0,0-0,0-0,3-5,1,1,100.0
146,Carston Kieffer,ASU,PK,3,5,60.0,39,0-0,0-0,3-4,0-1,0-0,12,13,92.3
156,Andrew Boyle,ORE,PK,2,4,50.0,50,0-0,0-0,0-0,1-1,1-3,12,12,100.0
156,Ben Freehill,PUR,PK,2,4,50.0,40,0-0,1-1,0-1,1-2,0-0,3,3,100.0
156,Sander Sahaydak,PSU,PK,2,5,40.0,43,0-0,1-1,0-0,1-4,0-0,17,17,100.0
156,Andrew Glass,KENT,PK,2,4,50.0,44,0-0,0-0,1-1,1-2,0-1,5,5,100.0
156,Braeden McAlister,GAST,PK,2,2,100.0,52,0-0,0-0,0-0,1-1,1-1,0,0,0.0
156,Zac Yoakam,ND,PK,2,5,40.0,42,0-0,0-0,1-3,1-2,0-0,18,18,100.0
156,Carter Davis,FAU,PK,2,7,28.6,51,0-0,0-0,0-0,0-4,2-3,0,0,0.0
156,Carson Holmer,BALL,PK,2,2,100.0,40,0-0,0-0,1-1,1-1,0-0,5,5,100.0
156,Liam Connor,BC,PK,2,4,50.0,49,0-0,1-2,0-0,1-2,0-0,32,33,97.0
156,Joseph Kim,HOU,PK,2,4,50.0,44,0-0,0-0,0-2,2-2,0-0,4,5,80.0
156,Drew Henderson,LT,PK,2,2,100.0,44,0-0,1-1,0-0,1-1,0-0,0,0,0.0
156,Jadyn Oh,SYR,PK,2,5,40.0,32,0-0,1-1,1-1,0-3,0-0,11,11,100.0
156,Kian Afrookhteh,NEV,PK,2,2,100.0,27,0-0,2-2,0-0,0-0,0-0,9,9,100.0
156,Patrick Durkin,TULN,PK,2,4,50.0,44,0-0,1-1,0-2,1-1,0-0,16,16,100.0
156,Robert Czeremcha,FIU,PK,2,2,100.0,36,0-0,0-0,2-2,0-0,0-0,7,7,100.0
171,Nick Lopez,SDSU,PK,1,3,33.3,29,0-0,1-2,0-1,0-0,0-0,8,8,100.0
171,Parker Lewis,ASU,PK,1,3,33.3,47,0-0,0-1,0-0,1-2,0-0,24,24,100.0
171,Collin Smith,NCSU,PK,1,2,50.0,23,0-0,1-1,0-0,0-0,0-1,8,8,100.0
171,Chase Gabriel,FIU,PK,1,1,100.0,42,0-0,0-0,0-0,1-1,0-0,6,6,100.0
171,Alex McPherson,AUB,PK,1,2,50.0,27,0-0,1-1,0-0,0-1,0-0,3,3,100.0
171,Ethan Moczulski,ILL,PK,1,2,50.0,59,0-0,0-0,0-0,0-0,1-2,0,0,0.0
171,Andre Meono,UNLV,PK,1,1,100.0,36,0-0,0-0,1-1,0-0,0-0,3,3,100.0
171,Liam Boyd,UNC,PK,1,1,100.0,36,0-0,0-0,1-1,0-0,0-0,7,7,100.0
171,Abram Murray,MIA,PK,1,1,100.0,38,0-0,0-0,1-1,0-0,0-0,4,4,100.0
171,Cristiano Rosa,JMU,PK,1,1,100.0,40,0-0,0-0,0-0,1-1,0-0,3,4,75.0
171,Tony Sterner,UL,PK,1,1,100.0,27,0-0,1-1,0-0,0-0,0-0,0,0,0.0
171,Jake Weinberg,FSU,PK,1,1,100.0,23,0-0,1-1,0-0,0-0,0-0,1,1,100.0
171,Kellan McLaughlin,M-OH,PK,1,1,100.0,41,0-0,0-0,0-0,1-1,0-0,1,1,100.0
171,Hamilton DiBoyan,USA,PK,1,1,100.0,24,0-0,1-1,0-0,0-0,0-0,4,5,80.0
171,Nick Reed,BUFF,PK,1,3,33.3,22,0-0,1-1,0-0,0-1,0-1,3,3,100.0
171,Luca Lombardo,BC,PK,1,1,100.0,39,0-0,0-0,1-1,0-0,0-0,15,16,93.8
171,Trey Coleman,UTAH,PK,1,1,100.0,24,0-0,1-1,0-0,0-0,0-0,3,3,100.0
171,Max Lipinski,JMU,PK,1,2,50.0,35,0-0,0-0,1-1,0-1,0-0,7,7,100.0
189,Eric Goins,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
189,Andrew Stein,USM,PK,0,3,0.0,0,0-0,0-0,0-0,0-3,0-0,8,8,100.0
189,Jack Dawson,JVST,P,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,1,1,100.0
189,Gabriel Lozano,SMU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
189,Luke Hosford,KU,LS,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
189,Riley Moore,MASS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
189,Drake Bhatia,TA&M,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Blake Glessner,UCLA,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,1,1,100.0
189,Will Stone,TEX,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
189,Carson Zilmer,NMSU,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,1,1,100.0
189,Hogan Morton,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
189,Gavin Marshall,MD,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Brayden Beck,LIB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
189,Jace Feely,COLO,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
189,Cristiano Palazzo,COLO,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Reid Schuback,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Joe Bowman,UTEP,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
189,Palmer Domschke,WMU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,2,100.0
189,Nick Keller,LOU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Josh Turbyville,TENN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
189,Robert Gunn III,CLEM,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
189,Conor Talty,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
189,Luke Stagg,ULM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Charlie Mentzer,MICH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Stone Harrington,TTU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Lucas Osada,UNC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Marcello Diomede,ND,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,1,1,100.0
189,RJ Kocan,WVU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Austin Snyder,OSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
189,Nick Troemel,TROY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Sam Carpenter,PITT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Tarik Ahmetbasic,MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Connor Hawkins,BAY,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,5,5,100.0
189,Ty Ippolito,USF,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Michael Petro,UTSA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Davis Little,USA,PK,0,1,0.0,0,0-0,0-1,0-0,0-0,0-0,4,4,100.0
189,Liam Evans,OU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Gage Hurych,ORE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Cooper Ranvier,LOU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Mike Baker,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Dawson Jones,ARMY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Cade Graham,CMU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Troop O'Neal,TLSA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Spencer Conrad,TOL,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
189,Beckham Sunderland,TXST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
