RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
51,Barret Pickering,NEB,PK,14,18,77.8,47,1-1,5-5,6-7,2-4,0-1,40,41,97.6
51,Matthew Trickett,KENT,PK,14,17,82.4,49,0-0,6-7,7-7,1-3,0-0,33,34,97.1
63,Andrew Gantz,NIU,PK,13,18,72.2,49,0-0,5-5,4-6,4-7,0-0,29,29,100.0
63,Josh Pollack,ARIZ,PK,13,16,81.3,46,0-0,5-5,5-6,3-5,0-0,17,18,94.4
63,Louie Zervos,OHIO,PK,13,17,76.5,47,0-0,7-8,4-5,2-4,0-0,68,68,100.0
63,Alex Kessman,PITT,PK,13,17,76.5,55,0-0,3-3,2-4,4-5,4-5,40,43,93.0
63,Ryley Guay,VAN,PK,13,22,59.1,53,0-0,4-7,4-5,4-9,1-1,47,47,100.0
63,Parker White,SC,PK,13,16,81.3,42,1-1,5-5,5-6,2-4,0-0,45,46,97.8
63,Massimo Biscardi,CCU,PK,13,16,81.3,50,0-0,5-5,5-6,2-3,1-2,33,36,91.7
70,Matthew Wright,UCF,PK,12,14,85.7,46,0-0,2-2,5-5,5-7,0-0,74,74,100.0
70,Haden Hoggarth,BSU,PK,12,20,60.0,47,0-0,4-5,6-8,2-6,0-1,57,58,98.3
70,Jordan Choukair,ORST,PK,12,20,60.0,47,0-0,2-3,6-7,4-9,0-1,35,38,92.1
70,Brian Johnson,VT,PK,12,18,66.7,45,0-0,4-4,5-5,3-8,0-1,44,44,100.0
70,Gabriel Rui,KU,PK,12,17,70.6,54,0-0,3-4,3-5,5-6,1-2,28,28,100.0
70,Jace Christmann,MSST,PK,12,16,75.0,47,2-2,2-2,4-5,4-7,0-0,41,41,100.0
70,Chandler Staton,APP,PK,12,16,75.0,43,0-0,5-5,3-6,4-4,0-1,61,61,100.0
70,Brian Delaney,UVA,PK,12,16,75.0,46,0-0,3-3,6-9,3-3,0-1,25,25,100.0
70,Chad Ryland,EMU,PK,12,20,60.0,51,0-0,7-7,2-8,2-4,1-1,41,41,100.0
70,Joseph Petrino,MD,PK,12,14,85.7,40,1-1,4-4,6-7,1-2,0-0,40,41,97.6
70,Greg Thomas,CAL,PK,12,17,70.6,46,0-0,4-4,4-6,4-7,0-0,32,32,100.0
81,Wyatt Bryan,CSU,PK,11,18,61.1,55,0-1,5-5,1-1,2-6,3-5,29,32,90.6
81,Morgan Hagee,BALL,PK,11,16,68.8,51,0-0,5-5,2-4,3-6,1-1,35,35,100.0
81,Bennett Moehring,NAVY,PK,11,13,84.6,48,1-1,5-6,1-1,4-4,0-1,34,35,97.1
81,Kevin Robledo,SMU,PK,11,14,78.6,49,0-0,4-4,5-6,2-4,0-0,37,38,97.4
81,Greg Huegel,CLEM,PK,11,16,68.8,49,0-0,3-3,5-7,3-6,0-0,76,78,97.4
81,Ricky Aguayo,FSU,PK,11,17,64.7,53,0-0,2-2,3-5,4-8,2-2,30,31,96.8
81,Quinn Nordin,MICH,PK,11,16,68.8,50,0-0,3-3,5-6,2-4,1-3,45,46,97.8
81,Will Mobley,TEM,PK,11,15,73.3,41,2-2,3-6,4-4,2-3,0-0,54,55,98.2
81,Skyler Southam,BYU,PK,11,16,68.8,47,0-0,4-4,3-3,4-7,0-2,42,44,95.5
90,Rafael Gaglianone,WIS,PK,10,17,58.8,42,0-0,5-6,4-7,1-3,0-1,48,48,100.0
90,Ryan Tice,CMU/TENN,PK,10,12,83.3,53,0-0,3-4,0-0,6-7,1-1,14,15,93.3
90,Blanton Creque,LOU,PK,10,12,83.3,46,0-0,4-4,3-4,3-3,0-1,27,30,90.0
90,Nathan Walker,TLSA,PK,10,16,62.5,40,1-1,3-5,5-6,1-4,0-0,17,17,100.0
90,Haden Tobola,RICE,PK,10,11,90.9,51,0-0,4-4,2-2,3-4,1-1,0,0,0.0
90,Sam Sloman,M-OH,PK,10,13,76.9,44,0-0,2-2,6-7,2-2,0-2,41,42,97.6
90,Blake Haubeil,OSU,PK,10,13,76.9,47,2-2,4-5,2-3,2-3,0-0,37,37,100.0
90,Blake Mazza,SMU,PK,10,15,66.7,50,0-0,3-4,3-5,3-4,1-2,60,62,96.8
90,Brent Cimaglia,TENN,PK,10,13,76.9,45,1-1,3-3,2-3,4-6,0-0,31,31,100.0
90,Merek Glover,TULN,PK,10,13,76.9,40,0-0,4-4,4-5,2-4,0-0,41,43,95.3
90,Dylan Brown,NMSU,PK,10,15,66.7,49,0-0,3-3,4-6,3-5,0-1,35,35,100.0
90,Vladimir Rivas,FAU,PK,10,17,58.8,44,0-0,4-6,5-7,1-4,0-0,39,41,95.1
90,Gavin Peddie,WMU,PK,10,13,76.9,45,0-0,5-6,3-5,2-2,0-0,39,42,92.9
90,Jake Moody,MICH,PK,10,11,90.9,48,0-0,3-3,6-6,1-1,0-1,5,5,100.0
104,Adam Mitcheson,BUFF,PK,9,14,64.3,46,0-0,3-4,3-6,3-4,0-0,51,58,87.9
104,Craig Ford,ULM,PK,9,14,64.3,43,0-0,5-6,3-6,1-2,0-0,38,41,92.7
104,Collin Wareham,DUKE,PK,9,13,69.2,35,0-0,3-4,6-6,0-3,0-0,49,51,96.1
104,Jonathan Song,TCU,PK,9,12,75.0,46,0-0,6-6,2-3,1-3,0-0,25,26,96.2
104,Gavin Patterson,USA,PK,9,13,69.2,50,0-0,2-3,3-4,3-5,1-1,31,35,88.6
104,Jake Koehnke,AFA,PK,9,12,75.0,43,0-0,4-4,4-4,1-3,0-1,32,33,97.0
104,Justin Davidovicz,RUTG,PK,9,11,81.8,52,0-0,3-3,3-3,2-4,1-1,17,17,100.0
104,Cooper Garcia,UMASS,PK,9,11,81.8,39,0-0,5-5,4-5,0-1,0-0,37,37,100.0
104,Bubba Baxa,MIAMI,PK,9,12,75.0,47,0-0,2-3,6-6,1-3,0-0,45,46,97.8
104,Wesley Wells,GT,PK,9,9,100.0,48,0-0,4-4,1-1,4-4,0-0,39,39,100.0
114,John Abercrombie,ARMY,PK,8,9,88.9,37,0-0,4-4,4-5,0-0,0-0,46,46,100.0
115,Miles Butler,UK,PK,7,11,63.6,40,0-0,3-3,3-5,1-3,0-0,40,40,100.0
115,Jason Filley,UTEP,PK,7,13,53.8,50,0-0,2-2,4-6,0-2,1-3,21,22,95.5
115,Brandon Wright,GAST,PK,7,11,63.6,52,0-0,2-3,3-4,1-3,1-1,27,28,96.4
115,Alex Rinella,WKU,PK,7,10,70.0,41,0-0,2-3,2-2,3-3,0-2,12,12,100.0
115,Michael Brown,USC,PK,7,9,77.8,46,0-0,2-2,2-3,3-4,0-0,32,32,100.0
115,Dalton Witherspoon,HOU,PK,7,9,77.8,44,0-0,3-3,2-3,2-3,0-0,72,72,100.0
115,Andrew Shelley,UNM,PK,7,8,87.5,53,0-0,3-3,1-2,2-2,1-1,34,39,87.2
122,Evan Pantels,UNLV,PK,6,10,60.0,45,0-0,3-4,2-3,1-3,0-0,41,42,97.6
122,James Sherman,TXST,PK,6,9,66.7,41,0-1,2-2,2-2,2-3,0-1,8,9,88.9
122,Adam Stack,ORE,PK,6,10,60.0,39,0-0,2-3,4-5,0-2,0-0,36,36,100.0
122,Lucas Havrisik,ARIZ,PK,6,11,54.5,55,0-0,1-1,2-3,2-5,1-2,22,24,91.7
122,Chase McGrath,USC,PK,6,8,75.0,47,0-0,1-1,3-3,2-2,0-2,6,6,100.0
122,Nate Needham,BGSU,PK,6,10,60.0,43,0-0,2-2,3-5,1-3,0-0,34,34,100.0
128,Colton Lichtenberg,BC,PK,5,8,62.5,38,0-0,3-4,2-3,0-1,0-0,29,29,100.0
128,Jack Fox,RICE,PK,5,12,41.7,44,0-0,1-1,3-4,1-3,0-4,23,23,100.0
128,Michael Tarbutt,UCONN,PK,5,8,62.5,50,0-0,0-0,0-1,4-6,1-1,27,28,96.4
128,Cole Smith,CIN,PK,5,12,41.7,44,0-0,3-3,0-4,2-5,0-0,54,56,96.4
128,Charlie Kuhbander,NW,PK,5,9,55.6,45,0-0,3-3,1-4,1-2,0-0,28,28,100.0
128,James Stefanou,COLO,PK,5,8,62.5,41,1-1,0-0,2-4,2-3,0-0,30,30,100.0
134,Alex Probert,LIB,PK,4,5,80.0,51,0-0,2-2,1-1,0-0,1-2,19,20,95.0
134,Cole Bunce,TCU,PK,4,9,44.4,41,0-0,1-1,1-3,2-5,0-0,12,12,100.0
134,Evan Price,COLO,PK,4,5,80.0,37,0-0,2-2,2-2,0-1,0-0,5,5,100.0
137,Sean Nuernberger,OSU,PK,3,5,60.0,30,0-0,2-2,1-2,0-1,0-0,39,39,100.0
137,Daniel LaCamera,TA&M,PK,3,5,60.0,52,0-0,0-1,0-0,2-2,1-2,11,11,100.0
137,Ryan Nuss,WKU,PK,3,7,42.9,35,0-0,2-2,1-3,0-1,0-1,15,17,88.2
137,Aaron Peart,LIB/SHE,P,3,6,50.0,22,0-0,3-4,0-1,0-1,0-0,31,32,96.9
137,Drew Luckenbaugh,NW,PK,3,4,75.0,37,0-0,1-1,2-2,0-1,0-0,6,7,85.7
142,Michael Armstrong,CMU,PK,2,3,66.7,26,0-0,2-3,0-0,0-0,0-0,4,4,100.0
142,Mike Caggiano,UMASS,PK,2,3,66.7,41,0-0,0-1,1-1,1-1,0-0,11,12,91.7
142,Jake Collins,NW,P,2,3,66.7,29,0-0,2-2,0-1,0-0,0-0,5,5,100.0
142,Parker Davidson,NMSU,PK,2,3,66.7,25,0-0,2-2,0-1,0-0,0-0,2,2,100.0
142,Barry Brown,GAST,PK,2,3,66.7,40,0-0,0-0,1-2,1-1,0-0,1,4,25.0
142,Parker Romo,TLSA/UCA,PK,2,5,40.0,34,0-0,1-1,1-2,0-2,0-0,17,18,94.4
142,Briggs Bourgeois,USM,PK,2,2,100.0,39,0-0,0-0,2-2,0-0,0-0,6,8,75.0
142,Jake Vivonetto,USF,PK,2,2,100.0,41,0-0,0-0,1-1,1-1,0-0,4,4,100.0
142,Chance Poore,UK,PK,2,4,50.0,34,0-0,0-0,2-3,0-0,0-1,3,3,100.0
142,Hunter Pearson,UVA,PK,2,2,100.0,28,0-0,2-2,0-0,0-0,0-0,6,6,100.0
142,Tyler Francis,COLO,PK,2,2,100.0,48,0-0,1-1,0-0,1-1,0-0,5,5,100.0
153,Jorge Powell,FLA,PK,1,1,100.0,39,0-0,0-0,1-1,0-0,0-0,5,5,100.0
153,Austin Jones,ALA,PK,1,2,50.0,39,0-0,0-1,1-1,0-0,0-0,8,11,72.7
153,Matthew Philichi,AFA,PK,1,2,50.0,48,0-0,0-0,0-0,1-1,0-1,9,9,100.0
153,Aaron Boumerhi,TEM,PK,1,3,33.3,46,0-0,0-1,0-0,1-2,0-0,2,2,100.0
153,Collin Riccitelli,STAN,PK,1,1,100.0,21,0-0,1-1,0-0,0-0,0-0,8,10,80.0
153,J.D. Dellinger,PUR,PK,1,2,50.0,21,0-0,1-2,0-0,0-0,0-0,2,2,100.0
153,Josh Grant,WMU,PK,1,3,33.3,35,0-0,0-2,1-1,0-0,0-0,8,8,100.0
153,Brenton King,GT,PK,1,4,25.0,35,0-0,0-0,1-1,0-1,0-2,10,11,90.9
153,A.J. Mejia,UVA,PK,1,4,25.0,32,0-0,0-0,1-4,0-0,0-0,14,14,100.0
153,Andrew Hicks,KSU,P,1,3,33.3,31,0-0,0-0,1-1,0-0,0-2,6,6,100.0
153,Landon Salyers,ARMY,PK,1,4,25.0,42,0-0,0-1,0-1,1-2,0-0,11,11,100.0
153,Jonathan Doerer,ND,PK,1,1,100.0,30,0-0,0-0,1-1,0-0,0-0,5,6,83.3
153,Caden Novikoff,HOU,PK,1,2,50.0,45,0-0,0-0,0-1,1-1,0-0,3,4,75.0
153,Sean Koetting,MIZ,PK,1,1,100.0,33,0-0,0-0,1-1,0-0,0-0,0,0,0.0
153,Danny Longman,BC,PK,1,1,100.0,26,0-0,1-1,0-0,0-0,0-0,3,3,100.0
153,B.T. Potter,CLEM,PK,1,1,100.0,24,0-0,1-1,0-0,0-0,0-0,7,7,100.0
153,Clayton Harris,UCONN,PK,1,1,100.0,38,0-0,0-0,1-1,0-0,0-0,5,6,83.3
153,Alex McNulty,BUFF,PK,1,1,100.0,21,0-0,1-1,0-0,0-0,0-0,3,4,75.0
171,Alejandro Cardenas,MIAMI,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Alex Spence,CLEM,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,5,5,100.0
171,Andrew Mikkelsen,BYU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Caleb Pratt,ECU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Theo Yongue,UMASS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Spencer Pettit,NEV,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
171,Nick McLellan,KSU,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,4,5,80.0
171,Ben Hicks,SMU,QB,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
171,Ian Shannon,AUB,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,5,5,100.0
171,Tristan Lacey,TLSA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Michael Rubino,APP,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
171,Zach Hintze,WIS,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
171,Shawn Davis,GT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,5,80.0
171,Ryan Jones,CIN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,5,100.0
171,Gavin Haggerty,RUTG,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,2,100.0
171,Sawyer Williams,ARKST,PK,0,2,0.0,0,0-0,0-1,0-0,0-1,0-0,7,8,87.5
171,Patrick Nasiatka,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Caleb Shudak,IOWA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Jerry Fitschen,AKRON,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Alexander Woznick,SC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Will Moore,SMU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,4,75.0
171,Davis Price,COLO,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
171,Isaac Way,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Zach Emerson,ORE,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,21,22,95.5
171,Joel Velazquez,BSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
171,Taylor Hintze,USU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Noah Ruggles,UNC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Liam Jones,KU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Zach Murphy,WAKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Connor Coles,USU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Myles Prosser,CCU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
171,Jordan Lawless,MSST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,6,6,100.0
171,Jordan Stout,VT,P,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,4,4,100.0
171,Daniel Gutierrez,UNLV,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
171,John Tessitore,BC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,14,18,77.8
171,Gabe Brkic,OKLA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
171,Jesse Williams,FAU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
171,Clayton Stewart,TXST,P,0,3,0.0,0,0-0,0-0,0-2,0-1,0-0,15,18,83.3
171,Chris Kessler,TXST,PK,0,2,0.0,0,0-0,0-0,0-1,0-0,0-1,4,4,100.0
171,John Mayers,BAY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
