RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
36,Parker Lewis,USC,PK,17,22,77.3,52,0-0,5-5,7-8,4-6,1-3,23,24,95.8
36,Jacob Barnes,LT,PK,17,21,81.0,47,0-0,6-6,6-7,5-8,0-0,39,39,100.0
36,Andy Borregales,MIA,PK,17,21,81.0,55,0-0,7-8,5-7,4-5,1-1,45,45,100.0
36,Ethan Albertson,NMSU,PK,17,22,77.3,50,0-0,4-6,7-8,3-5,3-3,28,30,93.3
36,Sam Scarton,PITT,PK,17,21,81.0,47,0-0,5-5,7-8,5-7,0-1,69,72,95.8
36,Marshall Meeder,CMU,PK,17,26,65.4,52,0-0,0-2,7-9,7-11,3-4,49,51,96.1
36,Tanner Brown,OKST,PK,17,21,81.0,49,1-1,10-10,4-5,2-4,0-1,36,36,100.0
45,Dalton Witherspoon,HOU,PK,16,24,66.7,52,1-1,5-5,5-7,3-8,2-3,59,60,98.3
45,Parker White,SC,PK,16,17,94.1,54,0-0,3-3,10-11,2-2,1-1,30,30,100.0
45,Calum Sutherland,ULM,PK,16,21,76.2,53,0-0,4-5,4-4,6-8,2-4,27,28,96.4
45,Jonathan Doerer,ND,PK,16,21,76.2,51,0-0,6-6,4-6,5-7,1-2,52,53,98.1
45,Jordan Stout,PSU,P,16,23,69.6,52,0-0,5-7,4-4,5-9,2-3,34,36,94.4
45,Daniel Gutierrez,UNLV,PK,16,18,88.9,53,0-0,7-7,5-5,2-3,2-3,25,25,100.0
45,Stephen Johnson,OHIO/OU,PK,16,23,69.6,44,1-1,9-10,4-6,2-5,0-1,24,26,92.3
45,Cesar Silva,FRES,PK,16,20,80.0,51,0-0,4-4,1-1,10-12,1-3,33,34,97.1
53,Matthew Mercurio,SJSU,PK,15,19,78.9,48,0-0,3-4,8-8,4-6,0-1,27,28,96.4
53,Cade York,LSU,PK,15,18,83.3,56,0-0,4-4,3-3,3-4,5-7,39,39,100.0
53,Bijan Nichols,NAVY,PK,15,19,78.9,50,0-0,6-6,5-5,3-4,1-4,28,28,100.0
53,Jonathan Garibay,TTU,PK,15,16,93.8,62,0-0,6-6,5-5,3-3,1-2,49,50,98.0
53,Seth Keller,TXST,PK,15,18,83.3,48,0-0,1-2,6-6,8-9,0-1,32,32,100.0
53,Graham Nicholson,M-OH,PK,15,20,75.0,49,0-0,6-7,3-4,6-7,0-2,37,41,90.2
59,Joseph Bulovas,VAN,PK,14,19,73.7,53,0-0,3-3,5-7,5-8,1-1,15,15,100.0
59,Anders Carlson,AUB,PK,14,21,66.7,49,0-0,6-6,2-4,6-8,0-3,35,36,97.2
59,Thomas Cluckey,TOL,PK,14,24,58.3,50,0-0,5-5,5-8,3-8,1-3,52,52,100.0
59,Charlie Ham,DUKE,PK,14,20,70.0,50,0-0,7-7,4-6,2-4,1-3,32,32,100.0
59,Nick Barr-Mira,UCLA,PK,14,21,66.7,48,0-0,5-5,3-4,6-10,0-2,52,54,96.3
59,Dean Janikowski,WSU,PK,14,17,82.4,41,0-0,5-5,7-8,2-4,0-0,42,44,95.5
59,Griffin Kell,TCU,PK,14,18,77.8,48,1-1,6-6,3-7,4-4,0-0,42,42,100.0
59,James Turner,LOU,PK,14,22,63.6,46,0-0,4-5,4-4,6-10,0-3,46,48,95.8
59,Cole Becker,COLO,PK,14,20,70.0,56,1-1,3-3,5-6,2-6,3-4,25,25,100.0
59,Caden Costa,MISS,PK,14,17,82.4,50,0-0,4-4,5-5,4-6,1-2,46,48,95.8
59,Isaiah Hankins,BAY,PK,14,20,70.0,48,0-0,5-5,6-8,3-5,0-2,57,57,100.0
70,Noel Ruiz,GAST,PK,13,15,86.7,50,0-0,4-4,5-5,3-5,1-1,45,47,95.7
70,Christopher Dunn,NCST,PK,13,19,68.4,46,0-0,4-4,5-7,4-5,0-3,48,48,100.0
70,Cameron Dicker,TEX,PK,13,15,86.7,50,0-0,6-6,4-4,2-3,1-2,49,50,98.0
70,Charles Campbell,IU,PK,13,18,72.2,55,0-0,4-4,2-4,6-8,1-2,20,20,100.0
70,Joseph Petrino,MD,PK,13,20,65.0,48,0-0,3-3,5-7,5-9,0-1,39,44,88.6
70,Alex McNulty,BUFF,PK,13,21,61.9,55,0-0,3-4,5-5,3-6,2-6,37,37,100.0
70,Camden Lewis,ORE,PK,13,16,81.3,49,0-0,6-6,2-3,5-7,0-0,55,56,98.2
77,Matt Coghlin,MSU,PK,12,19,63.2,51,0-0,7-7,3-6,1-3,1-3,41,41,100.0
77,Blake Mazza,SMU,PK,12,15,80.0,47,0-0,5-5,4-5,3-5,0-0,54,57,94.7
77,Chase McGrath,TENN,PK,12,16,75.0,48,0-0,4-4,5-6,3-5,0-1,66,66,100.0
77,Diego Guajardo,USA,PK,12,17,70.6,48,0-0,2-3,6-8,4-6,0-0,33,35,94.3
77,Everett Hayes,ORST,PK,12,18,66.7,60,0-0,4-4,4-7,2-3,2-4,48,48,100.0
77,Joe McFadden,CONN,PK,12,17,70.6,47,0-0,5-7,4-4,3-5,0-1,19,19,100.0
77,Tyler Loop,ARIZ,PK,12,12,100.0,42,0-0,5-5,5-5,2-2,0-0,12,12,100.0
77,Valentino Ambrosio,RUTG,PK,12,16,75.0,40,0-0,8-10,3-4,1-2,0-0,30,31,96.8
85,Brent Cimaglia,GT,PK,11,15,73.3,37,0-0,5-5,6-6,0-2,0-2,31,33,93.9
85,Peyton Henry,WASH,PK,11,14,78.6,38,0-0,4-4,7-7,0-2,0-1,26,26,100.0
85,Ethan Mooney,UNT,PK,11,13,84.6,48,1-1,4-4,5-5,1-2,0-1,40,40,100.0
85,Dario Longhetto,CAL,PK,11,14,78.6,51,0-0,4-4,3-3,3-5,1-2,31,31,100.0
85,Brendan Farrell,UVA,PK,11,13,84.6,43,0-0,4-4,6-6,1-2,0-1,34,34,100.0
85,Matt Quinn,UAB,PK,11,16,68.8,52,0-0,4-5,5-7,1-1,1-3,49,50,98.0
85,Spencer Shrader,USF,PK,11,13,84.6,52,0-0,4-4,2-2,4-5,1-2,35,35,100.0
85,Connor Lytton,BC,PK,11,12,91.7,49,0-0,4-4,5-6,2-2,0-0,25,25,100.0
93,Matt Ruffolo,UK,PK,10,13,76.9,45,0-0,5-5,1-3,4-4,0-1,54,56,96.4
93,Jonathan Cruz,CLT,PK,10,15,66.7,56,0-0,3-3,4-6,2-5,1-1,40,41,97.6
93,Joshua Karty,STAN,PK,10,15,66.7,51,0-0,1-1,5-5,3-4,1-5,27,27,100.0
93,Ryan Fitzgerald,FSU,PK,10,13,76.9,53,0-0,3-3,4-5,2-3,1-2,37,41,90.2
93,Jadon Redding,UTAH,PK,10,14,71.4,50,0-0,5-5,2-5,2-3,1-1,41,43,95.3
93,Zeke Rankin,MTSU,PK,10,14,71.4,46,0-0,7-7,2-4,1-3,0-0,44,45,97.8
93,John Hoyland,WYO,PK,10,14,71.4,44,0-0,7-7,2-2,1-3,0-2,40,40,100.0
93,Jacob Lewis,BALL,PK,10,13,76.9,49,0-0,0-0,3-5,7-8,0-0,0,1,0.0
101,Jake Oldroyd,BYU,PK,9,13,69.2,49,0-0,1-1,6-7,2-4,0-1,42,43,97.7
101,Lucas Havrisik,ARIZ,PK,9,14,64.3,57,0-0,3-3,2-3,2-4,2-4,3,3,100.0
101,Andre Szmyt,SYR,PK,9,14,64.3,48,0-1,4-4,2-2,3-6,0-1,36,38,94.7
101,Andrew Shelley,UNM,PK,9,13,69.2,49,0-0,2-2,3-4,4-7,0-0,17,17,100.0
101,Nick Mihalic,WMU,P,9,11,81.8,30,2-2,6-7,1-1,0-0,0-1,11,14,78.6
101,Jacob Borcila,KU,PK,9,15,60.0,50,0-0,2-2,2-5,4-6,1-2,26,27,96.3
101,Alex Raynor,GASO,PK,9,14,64.3,44,0-0,3-3,4-5,2-4,0-2,21,22,95.5
101,Nolan McCord,MSST,PK,9,16,56.3,43,0-0,3-3,5-7,1-6,0-0,23,23,100.0
101,Rory Bell,TEM,PK,9,16,56.3,55,0-0,1-1,5-6,2-8,1-1,23,23,100.0
110,Briggs Bourgeois,USM,PK,8,14,57.1,46,0-0,3-4,3-4,2-5,0-1,24,26,92.3
110,Brooks Buce,TROY,PK,8,9,88.9,48,0-0,3-3,3-3,2-3,0-0,32,34,94.1
110,Jake Chanove,BALL,PK,8,11,72.7,35,0-0,6-7,2-3,0-1,0-0,35,35,100.0
110,Daniel Obarski,UCF,PK,8,14,57.1,40,0-0,3-3,4-5,1-5,0-1,53,54,98.1
110,Cameron Carson,MASS,PK,8,11,72.7,45,0-0,2-3,3-5,3-3,0-0,22,24,91.7
110,Cole Talley,ARMY,PK,8,11,72.7,41,0-0,3-4,4-4,1-3,0-0,44,46,95.7
110,Chase Gabriel,FIU,PK,8,13,61.5,53,1-1,4-5,0-2,2-4,1-1,28,31,90.3
110,Cristian Zendejas,ASU,PK,8,11,72.7,40,0-0,4-4,3-6,1-1,0-0,40,41,97.6
119,Nate Snyder,UL,PK,7,12,58.3,45,0-0,2-3,3-4,2-5,0-0,38,40,95.0
119,Joe Doyle,MEM/TENN,P,7,12,58.3,51,0-0,4-5,2-4,0-1,1-2,30,32,93.8
119,Chris Howard,FLA,PK,7,9,77.8,42,0-0,3-3,3-3,1-2,0-1,31,32,96.9
119,Massimo Biscardi,CCU,PK,7,8,87.5,50,1-1,2-2,1-1,2-3,1-1,46,48,95.8
119,Cory Smigel,AKR,PK,7,11,63.6,40,1-1,1-1,4-5,1-3,0-1,29,30,96.7
119,Aaron Shahriari,FAU,PK,7,10,70.0,38,0-0,4-4,3-4,0-2,0-0,33,34,97.1
119,Taiten Winkel,KSU,PK,7,9,77.8,45,0-0,1-2,4-4,2-3,0-0,22,23,95.7
126,Connor Culp,NEB,PK,6,12,50.0,51,0-0,3-4,1-4,0-1,2-3,28,32,87.5
126,Charlie Kuhbander,NU,PK,6,13,46.2,47,0-0,4-5,1-5,1-3,0-0,21,21,100.0
126,Merek Glover,TULN,PK,6,11,54.5,41,0-0,2-4,1-2,3-5,0-0,33,33,100.0
126,Shane Ciucci,MRSH,PK,6,8,75.0,46,0-0,3-3,1-3,2-2,0-0,41,41,100.0
126,Alex Stadthaus,USC,PK,6,6,100.0,40,0-0,4-4,1-1,1-1,0-0,10,10,100.0
131,Cole Smith,CIN,PK,5,10,50.0,37,0-0,1-1,4-7,0-1,0-1,34,35,97.1
131,Brandon Ruiz,MSST,PK,5,9,55.6,44,0-0,1-2,3-3,1-3,0-1,19,19,100.0
131,Ben Patton,AUB,PK,5,6,83.3,49,0-0,1-2,3-3,1-1,0-0,6,6,100.0
131,David Kemp,MEM,PK,5,7,71.4,40,0-0,4-4,0-1,1-1,0-1,7,9,77.8
131,Chris Tennant,KSU,PK,5,8,62.5,51,0-0,2-4,1-2,1-1,1-1,16,16,100.0
131,Abraham Montano,FRES,PK,5,5,100.0,39,0-0,2-2,3-3,0-0,0-0,14,14,100.0
137,Connor Assalley,ISU,PK,4,4,100.0,35,0-0,3-3,1-1,0-0,0-0,15,15,100.0
137,Christian VanSickle,RICE/ELON,PK,4,7,57.1,41,0-0,2-2,1-2,1-2,0-1,30,32,93.8
137,Kenneth Almendares,UL,PK,4,5,80.0,48,0-0,1-1,1-1,2-3,0-0,14,15,93.3
137,Justin Duenkel,UVA,PK,4,6,66.7,39,0-0,2-2,2-3,0-1,0-0,16,16,100.0
137,Britton Williams,GASO,PK,4,4,100.0,49,0-0,2-2,1-1,1-1,0-0,3,4,75.0
137,Brayden Beck,LIB,PK,4,5,80.0,43,0-0,1-1,2-3,1-1,0-0,34,37,91.9
143,Jace Christmann,FLA,PK,3,6,50.0,51,0-0,0-1,1-1,1-2,1-2,18,19,94.7
143,Alex Hale,OKST,PK,3,6,50.0,35,0-0,2-2,1-1,0-3,0-0,15,16,93.8
143,Anthony Rodriguez,AFA,PK,3,6,50.0,31,0-0,1-2,2-4,0-0,0-0,15,15,100.0
143,Kanon Woodill,NIU,PK,3,3,100.0,26,0-0,3-3,0-0,0-0,0-0,4,4,100.0
143,Parker Sampson,WMU,PK,3,7,42.9,30,0-0,2-2,1-2,0-3,0-0,39,41,95.1
148,Danny Longman,BC,PK,2,2,100.0,27,0-0,2-2,0-0,0-0,0-0,10,11,90.9
148,Alex Bales,CIN,PK,2,5,40.0,52,0-0,1-1,0-2,0-1,1-1,12,13,92.3
148,Jordan Noyes,UTAH,PK,2,4,50.0,33,0-0,1-1,1-1,0-1,0-1,21,21,100.0
148,Chase Contreraz,NEB,PK,2,4,50.0,39,0-0,0-0,2-3,0-1,0-0,11,11,100.0
148,Justen Smith,BYU,PK,2,3,66.7,40,0-0,0-1,1-1,1-1,0-0,11,11,100.0
148,Morgan Suarez,FAU,PK,2,2,100.0,35,0-0,1-1,1-1,0-0,0-0,5,5,100.0
148,Christian Lowery,CIN,PK,2,4,50.0,32,0-0,1-2,1-1,0-1,0-0,20,20,100.0
148,Andrew Sanders,MRSH,PK,2,5,40.0,29,0-0,2-2,0-1,0-2,0-0,16,16,100.0
148,Aaron Beckham,UNT,PK,2,3,66.7,35,0-0,1-2,1-1,0-0,0-0,2,2,100.0
157,Collin Riccitelli,RICE,PK,1,4,25.0,25,0-1,1-1,0-2,0-0,0-0,3,3,100.0
157,Alex Barbir,LIB,PK,1,4,25.0,31,0-0,0-0,1-3,0-1,0-0,18,19,94.7
157,Jake Pinegar,PSU,PK,1,2,50.0,33,0-0,0-0,1-1,0-0,0-1,2,2,100.0
157,Kieran Colahan,CCU,P,1,1,100.0,38,0-0,0-0,1-1,0-0,0-0,7,7,100.0
157,Nick Lopez,CAL,PK,1,1,100.0,34,0-0,0-0,1-1,0-0,0-0,0,0,0.0
157,Jack Martin,ALA,PK,1,1,100.0,29,0-0,1-1,0-0,0-0,0-0,0,0,0.0
157,Ryan Sanborn,STAN,P,1,1,100.0,32,0-0,0-0,1-1,0-0,0-0,0,0,0.0
157,Everett Ornstein,UTSA,PK,1,1,100.0,23,0-0,1-1,0-0,0-0,0-0,0,0,0.0
157,Jackson Baltar,BUFF,PK,1,1,100.0,33,0-0,0-0,1-1,0-0,0-0,1,1,100.0
157,Cale Nation,MISS,PK,1,3,33.3,25,0-0,1-1,0-1,0-1,0-0,5,6,83.3
157,Quinn Maretzki,ARMY,PK,1,1,100.0,28,0-0,1-1,0-0,0-0,0-0,7,7,100.0
157,Zach Schmit,OU,PK,1,1,100.0,46,0-0,0-0,0-0,1-1,0-0,4,4,100.0
157,Harrison Beattie,MD/ORE,PK,1,1,100.0,34,0-0,0-0,1-1,0-0,0-0,1,1,100.0
157,Liam Gray,CCU,PK,1,2,50.0,46,0-0,0-1,0-0,1-1,0-0,12,13,92.3
157,Bobby Noel,TULN,PK,1,1,100.0,19,1-1,0-0,0-0,0-0,0-0,0,0,0.0
172,Logan Tyler,ASU,P,0,2,0.0,0,0-0,0-0,0-0,0-1,0-1,3,5,60.0
172,Evan Staley,WVU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Alex Usry,CHSO/MTSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Jabari Taylor,CIN,DL,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Dominic DiMaccio,OSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Cesar Barajas,LT/SOU,PK,0,2,0.0,0,0-0,0-0,0-0,0-0,0-2,0,0,0.0
172,Camden Price,MIA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,4,75.0
172,Preston Stafford,LSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
172,Jonathan Terry,CSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Tevye Schuettpelz-Rohl,AFA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Harrison Leonard,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Tim Horn,WASH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
172,Jason Stricker,LIB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
172,Tristian Vandenberg,OHIO,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,3,3,100.0
172,Brock Travelstead,LOU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,5,100.0
172,Ben Sauls,PITT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,4,50.0
172,Jack Olsen,NU/MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Kyle Ramsey,HOU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
172,Jonathan Weitz,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Jonathan Kim,UNC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Ty Zentner,KSU,P,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,6,6,100.0
172,Trey Finison,NU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Caden Davis,TA&M,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,1,1,100.0
172,Garrett Selover,BUFF,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Dom Dzioban,M-OH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Chris Freeman,IU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,Dragan Kesich,MINN,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
172,Graham Dable,TULN,PK,0,2,0.0,0,0-0,0-1,0-0,0-1,0-0,3,3,100.0
172,Mitch Jeter,SC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
172,George Steinkamp,UNM,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
172,Brendan Hall,SMU,PK,0,2,0.0,0,0-0,0-0,0-0,0-1,0-1,1,1,100.0
172,Josh Bryan,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Gavin Stewart,GT,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
172,Jude Kelley,GT,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
172,Casey Magyar,KENT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
172,Jack Howes,MD,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,JT Carver,TENN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Emmet Kenney,STAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Evan Johnson,MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
172,Trey Gronotte,ARMY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
172,Matt Alswanger,DUKE,PK,0,1,0.0,0,0-0,0-1,0-0,0-0,0-0,0,0,0.0
172,Stephen Rusnak,MSU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,4,5,80.0
172,Bert Auburn,TEX,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
172,Matthew Dapore,AFA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,4,75.0
