RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
115,William Ross,VT,PK,8,10,80.0,49,1-1,0-0,2-3,5-6,0-0,20,22,90.9
115,Quinn Maretzki,ARMY,PK,8,10,80.0,39,0-0,3-3,5-5,0-2,0-0,41,44,93.2
115,Kade Hensley,CCU,PK,8,11,72.7,48,0-0,4-4,0-2,4-5,0-0,46,47,97.9
115,Andrew Conrad,ECU,PK,8,12,66.7,47,0-0,6-8,1-1,1-3,0-0,26,26,100.0
115,Todd Pelino,DUKE,PK,8,9,88.9,48,0-0,3-3,3-3,2-3,0-0,23,23,100.0
122,Joseph Bulovas,VAN,PK,7,12,58.3,40,0-0,3-4,3-4,1-4,0-0,35,35,100.0
122,Cory Smigel,AKR,PK,7,12,58.3,42,0-0,3-3,3-4,1-5,0-0,17,18,94.4
122,Jacob Borcila,KU,PK,7,13,53.8,40,0-0,3-3,3-6,1-3,0-1,48,48,100.0
122,Ethan Albertson,NMSU,PK,7,10,70.0,45,0-0,0-1,3-4,4-5,0-0,30,31,96.8
122,Chase Gabriel,FIU,PK,7,12,58.3,49,0-0,3-5,1-1,3-5,0-1,23,24,95.8
122,Adam Stage,NU/UND,PK,7,9,77.8,35,0-0,4-4,3-5,0-0,0-0,17,17,100.0
122,Will Bettridge,UVA,PK,7,10,70.0,47,0-0,3-4,1-2,3-4,0-0,12,14,85.7
122,Fabrizio Pinton,ILL,PK,7,7,100.0,37,0-0,3-3,4-4,0-0,0-0,2,3,66.7
130,Everett Hayes,ORST,PK,6,13,46.2,50,0-0,4-5,0-1,1-5,1-2,33,35,94.3
130,Jordan Noyes,UTAH,PK,6,8,75.0,43,0-0,4-4,1-2,1-2,0-0,34,34,100.0
130,Alex McPherson,AUB,PK,6,7,85.7,51,0-0,2-2,3-3,0-0,1-2,9,9,100.0
130,Dylan Lynch,FRES,PK,6,7,85.7,43,0-0,4-4,1-2,1-1,0-0,15,15,100.0
130,Noah Perez,AKR,PK,6,9,66.7,42,0-0,2-2,2-2,2-4,0-1,11,11,100.0
135,Kyle Ramsey,HOU,PK,5,6,83.3,42,1-1,3-4,0-0,1-1,0-0,38,39,97.4
135,Owen Daffer,ECU,PK,5,8,62.5,32,1-1,3-3,1-3,0-1,0-0,20,25,80.0
135,Marshall Meeder,CMU,PK,5,11,45.5,52,0-0,1-1,0-2,3-4,1-4,23,25,92.0
135,Buck Buchanan,LT,PK,5,7,71.4,52,0-0,0-0,0-0,4-5,1-2,0,0,0.0
135,Atticus Sappington,ORST,PK,5,7,71.4,40,0-0,3-3,1-2,1-2,0-0,15,16,93.8
140,Brendan Farrell,UVA,PK,4,8,50.0,42,0-0,2-2,1-2,1-3,0-1,5,6,83.3
140,Jadon Redding,UTAH,PK,4,6,66.7,45,0-0,2-2,1-3,1-1,0-0,35,36,97.2
140,Ben Raybon,MSST,PK,4,6,66.7,53,0-0,1-1,1-2,1-2,1-1,20,22,90.9
140,Ben Patton,AUB/MSU,PK,4,8,50.0,48,1-1,1-3,1-3,1-1,0-0,15,16,93.8
144,Antonio Zita,CLT,PK,3,5,60.0,32,0-0,2-3,1-1,0-0,0-1,36,36,100.0
144,Cory Munson,WKU,PK,3,4,75.0,31,0-0,1-1,2-3,0-0,0-0,5,5,100.0
144,Bijan Nichols,NAVY,PK,3,3,100.0,45,0-0,1-1,0-0,2-2,0-0,5,6,83.3
144,Matthew Killam,NEV,PK,3,5,60.0,48,0-0,1-2,1-1,1-2,0-0,10,11,90.9
144,George Steinkamp,UNM,PK,3,7,42.9,51,0-0,0-1,2-3,0-2,1-1,10,11,90.9
144,Kriston Esnard,TULN,PK,3,6,50.0,30,0-0,2-3,1-2,0-1,0-0,20,20,100.0
150,Preston Stafford,UL,PK,2,4,50.0,36,0-0,1-1,1-1,0-1,0-1,15,15,100.0
150,Luke Pawlak,TOL,PK,2,2,100.0,44,0-0,1-1,0-0,1-1,0-0,3,3,100.0
150,Jude Kelley,GT,PK,2,6,33.3,45,0-0,0-1,0-2,2-2,0-1,7,7,100.0
150,Jack Stone,MSU,PK,2,4,50.0,51,0-0,0-0,0-0,1-3,1-1,15,16,93.8
154,Jared Zirkel,UGA,PK,1,1,100.0,21,0-0,1-1,0-0,0-0,0-0,0,0,0.0
154,Collin Smith,NCST,PK,1,2,50.0,40,0-0,0-0,0-0,1-2,0-0,1,1,100.0
154,Drake Nettles,ISU,PK,1,3,33.3,36,0-0,0-0,1-3,0-0,0-0,5,5,100.0
154,Caden Davis,TA&M,PK,1,3,33.3,40,0-0,0-0,0-0,1-2,0-1,6,6,100.0
154,Sander Sahaydak,PSU,PK,1,2,50.0,20,0-0,1-1,0-0,0-0,0-1,1,1,100.0
154,Vito Calvaruso,WISC,PK,1,3,33.3,28,0-0,1-1,0-0,0-1,0-1,7,7,100.0
154,Aaron Blom,IOWA,PK,1,3,33.3,46,0-0,0-0,0-0,1-3,0-0,1,1,100.0
154,Justen Smith,BYU,PK,1,1,100.0,25,0-0,1-1,0-0,0-0,0-0,3,5,60.0
154,Brett Money,NMSU,PK,1,2,50.0,26,0-0,1-1,0-0,0-1,0-0,11,11,100.0
154,Mason Shipley,TXST,PK,1,1,100.0,54,0-0,0-0,0-0,0-0,1-1,0,0,0.0
154,Josh Rolston,CMU,PK,1,3,33.3,44,0-0,0-0,0-1,1-2,0-0,4,6,66.7
154,John Love,VT,PK,1,2,50.0,23,0-0,1-1,0-0,0-0,0-1,3,3,100.0
154,Owen Piepergerdes,KU,PK,1,1,100.0,36,0-0,0-0,1-1,0-0,0-0,9,9,100.0
154,Carter Davis,FAU,PK,1,2,50.0,47,0-0,0-0,0-0,1-2,0-0,7,7,100.0
154,Michael Luckhurst,CAL,PK,1,1,100.0,36,0-0,0-0,1-1,0-0,0-0,0,0,0.0
154,Luke Laminack,TCU,PK,1,2,50.0,36,0-0,0-0,1-2,0-0,0-0,6,7,85.7
170,Zach Murphy,WAKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
170,Parker Grothaus,WVU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
170,Alex Hale,OKST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Alex Herrera,SC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
170,Daniel Obarski,UCF,PK,0,2,0.0,0,0-0,0-0,0-1,0-1,0-0,10,10,100.0
170,Tim Horn,RICE,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
170,Michael Lantz,GASO,PK,0,2,0.0,0,0-0,0-0,0-0,0-0,0-2,0,0,0.0
170,Andrew Stein,USM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Jason Stricker,LIB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Jack Olsen,NU,PK,0,1,0.0,0,0-0,0-1,0-0,0-0,0-0,1,1,100.0
170,Jonathan Weitz,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Trey Finison,LSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
170,Toby Wilson,TENN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,6,83.3
170,Gino Garcia,TTU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,7,7,100.0
170,Cayden Camper,CSU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,3,66.7
170,Graham Dable,TULN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Tommy Doman,MICH,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Zeke Mata,LSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Evan Warren,NAVY,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,2,2,100.0
170,Josh Smith,KENT,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Reese Burkhardt,UAB,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Rory Bell,TEM,PK,0,2,0.0,0,0-0,0-0,0-1,0-1,0-0,10,10,100.0
170,Connor Madden,JMU,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
170,Anthony Rodriguez,AFA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,7,7,100.0
170,Addison Shrock,WASH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Caleb Krockover,PUR,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Carson Zilmer,NMSU,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
170,Liam Gray,CCU,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
170,Jace Feely,ASU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Emmet Kenney,STAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
170,Cash Peterman,BYU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Andre Meono,FRES,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,2,50.0
170,Rhett Andersen,MICH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Isaiah Hankins,BAY,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,8,9,88.9
170,Will Faris,VAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Christian Lowery,CIN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Trey Gronotte,ARMY,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Aidan Ellison,ARST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Stephen Rusnak,MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Brendan Franke,NEB,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
170,Sean Meisler,MRSH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
170,Keegan Shackford,ISU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Robert Gunn III,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Jo Silver,KENT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
170,Jarrett Reeser,SDSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
170,Chris Cayton,UNT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,4,75.0
170,Joseph Firebaugh,UCLA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
170,Liam Connor,BC,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
170,Christian Schanefelt,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
