RK,NAME,TEAM,"('Unnamed: 0_level_0', 'POS')","('Field Goals', 'FGM')","('Field Goals', 'FGA')","('Field Goals', 'FG%')","('Field Goals', 'LNG')","('Field Goals', '1-19')","('Field Goals', '20-29')","('Field Goals', '30-39')","('Field Goals', '40-49')","('Field Goals', '50+')","('Extra points', 'XPM')","('Extra points', 'XPA')","('Extra points', 'PCT')"
13,Ryon Sayeri,USC,P,21,25,84.0,54,1-1,10-11,2-5,7-7,1-1,48,48,100.0
13,Sean O'Haire,MD,PK,21,24,87.5,49,0-0,11-12,5-6,5-5,0-1,29,29,100.0
13,Dominic De Freitas,APP,PK,21,27,77.8,49,0-0,7-7,6-6,8-14,0-0,33,33,100.0
13,Lorcan Quinn,MRSH,PK,21,26,80.8,55,1-1,7-9,4-5,5-5,4-6,38,39,97.4
23,Dom Dzioban,M-OH,PK,20,23,87.0,51,0-0,5-6,4-4,10-10,1-3,34,35,97.1
23,Alex McPherson,AUB,PK,20,23,87.0,49,0-0,9-9,5-6,6-7,0-1,35,35,100.0
23,Mason Shipley,TEX,PK,20,24,83.3,53,0-0,3-4,8-8,7-7,2-5,48,48,100.0
23,David Olano,ILL,PK,20,23,87.0,47,0-0,6-7,7-8,7-8,0-0,44,44,100.0
23,Tony Sterner,UL,PK,20,28,71.4,55,1-1,3-4,11-13,2-4,3-6,38,38,100.0
23,Trey Butkowski,PITT,PK,20,23,87.0,47,0-0,5-5,9-9,6-9,0-0,43,44,97.7
29,Jack Olsen,NU,PK,19,21,90.5,41,0-0,5-7,12-12,2-2,0-0,24,25,96.0
29,Joe McFadden,NEV,PK,19,25,76.0,50,0-0,3-3,7-8,8-12,1-2,20,20,100.0
29,Atticus Sappington,ORE,PK,19,24,79.2,51,0-0,4-4,5-7,8-9,2-4,51,51,100.0
29,Rece Verhoff,UNC,PK,19,23,82.6,57,0-0,5-5,3-4,10-11,1-3,20,20,100.0
29,Jackson Kleather,BGSU,PK,19,22,86.4,56,0-0,5-5,6-6,5-6,3-5,26,26,100.0
29,Michael Salgado-Medina,ARIZ,PK,19,31,61.3,57,0-0,5-5,6-9,5-12,3-5,47,48,97.9
29,Gabriel Plascencia,SDSU,PK,19,23,82.6,53,0-0,3-4,5-5,9-9,2-5,35,35,100.0
36,Trey Smack,FLA,PK,18,22,81.8,56,0-0,4-4,4-6,5-6,5-6,27,28,96.4
36,Nico Radicic,IU,PK,18,19,94.7,46,0-0,7-7,7-8,4-4,0-0,87,87,100.0
36,Luke Drzewiecki,UNM,PK,18,19,94.7,46,0-0,7-7,5-6,6-6,0-0,36,36,100.0
36,Ryan Barker,PSU,PK,18,19,94.7,49,0-0,6-6,6-6,6-6,0-1,44,45,97.8
36,Nico Gramatica,USF,PK,18,24,75.0,52,0-0,7-7,2-3,7-9,2-5,59,60,98.3
36,Nate Reed,DEL,PK,18,24,75.0,51,0-0,7-8,4-5,6-9,1-2,39,39,100.0
36,Connor Hawkins,BAY,PK,18,22,81.8,54,0-0,4-4,6-6,5-8,3-4,37,37,100.0
36,Connor Calvert,WAKE,PK,18,22,81.8,50,0-0,8-9,2-3,6-6,2-4,32,33,97.0
44,Seth Morgan,TLSA,PK,17,21,81.0,49,0-0,7-7,4-5,6-8,0-1,27,27,100.0
44,Peyton Woodring,UGA,PK,17,19,89.5,53,0-0,5-5,4-4,5-6,3-4,54,54,100.0
44,Carter Davis,MIA,PK,17,24,70.8,53,0-0,5-5,5-6,6-10,1-3,52,52,100.0
44,Dominic Zvada,MICH,PK,17,25,68.0,56,0-0,5-6,4-7,6-9,2-3,43,43,100.0
44,Kyle Ferrie,MSST,PK,17,20,85.0,55,0-0,3-3,6-6,5-8,3-3,44,44,100.0
44,Nolan Hauser,CLEM,PK,17,21,81.0,50,0-0,6-6,2-4,8-9,1-2,38,38,100.0
44,Michael Petro,UTSA,PK,17,20,85.0,45,0-0,4-4,10-12,3-4,0-0,56,56,100.0
44,Rudy Kessinger,EMU,PK,17,23,73.9,50,0-0,3-3,6-6,7-11,1-3,28,28,100.0
44,Tripp Bryant,GASO,PK,17,20,85.0,46,0-0,12-12,3-3,2-5,0-0,42,42,100.0
53,Emmet Kenney,STAN,PK,16,21,76.2,46,0-0,5-6,8-10,3-5,0-0,21,21,100.0
53,Garrison Smith,FAU,PK,16,19,84.2,49,0-0,8-8,5-7,3-4,0-0,36,36,100.0
53,Ryan Hawk,NMSU,PK,16,22,72.7,50,0-0,6-6,5-5,4-7,1-4,22,23,95.7
53,Nick Mazzie,ECU,PK,16,19,84.2,50,0-0,3-4,7-7,5-5,1-3,43,43,100.0
53,Jayden Fielding,OSU,PK,16,20,80.0,49,0-0,6-7,7-8,3-4,0-1,56,56,100.0
53,Conor Talty,ALA,PK,16,23,69.6,48,0-0,4-6,5-6,7-10,0-1,48,48,100.0
53,Kyle Cunanan,NEB,PK,16,19,84.2,52,0-0,5-5,9-9,1-3,1-2,45,45,100.0
53,Mateen Bhaghani,UCLA,PK,16,20,80.0,54,0-0,4-4,6-7,4-5,2-4,22,22,100.0
53,Luca Lombardo,BC,PK,16,17,94.1,52,0-0,3-3,8-8,3-4,2-2,35,35,100.0
53,Jack Stevens,WSU,PK,16,19,84.2,49,0-0,6-6,6-8,4-4,0-1,33,33,100.0
63,Noe Ruelas,UCF,PK,15,17,88.2,54,0-0,1-1,7-7,4-5,3-4,32,33,97.0
63,John Cannon,WKU,PK,15,19,78.9,49,1-1,2-3,3-4,9-10,0-1,46,46,100.0
63,Logan Ward,OKST,PK,15,20,75.0,49,0-1,2-2,5-5,8-10,0-2,17,17,100.0
63,John Love,VT,PK,15,20,75.0,56,0-0,4-4,7-7,2-5,2-4,25,25,100.0
63,Jay Billingsley,LIB,PK,15,20,75.0,50,0-0,5-6,5-7,4-6,1-1,33,33,100.0
63,Gianni Spetic,MEM,PK,15,20,75.0,55,0-0,3-3,5-6,3-6,4-5,49,49,100.0
63,Spencer Porath,PUR,PK,15,17,88.2,53,0-0,6-6,3-3,4-5,2-3,24,24,100.0
63,Ramon Villela,UNLV,PK,15,20,75.0,50,0-0,5-5,6-8,2-3,2-4,58,58,100.0
63,Dawson Jones,ARMY,PK,15,20,75.0,48,0-0,5-5,4-6,6-9,0-0,35,36,97.2
63,Kian Afrookhteh,CCU,PK,15,19,78.9,44,0-0,5-7,6-7,4-5,0-0,32,32,100.0
73,Morgan Suarez,JMU,PK,14,19,73.7,47,0-0,3-3,7-7,4-9,0-0,65,65,100.0
73,Laith Marjan,KU,PK,14,17,82.4,55,0-0,3-3,3-5,6-7,2-2,40,40,100.0
73,Jack Howes,BUFF,PK,14,17,82.4,50,0-0,5-5,5-6,3-5,1-1,30,30,100.0
73,Noah Grant,FIU,PK,14,18,77.8,51,0-0,5-6,5-6,3-4,1-2,27,27,100.0
73,Brady Denaburg,MINN,PK,14,21,66.7,46,0-0,7-7,5-7,2-5,0-2,33,33,100.0
73,Todd Pelino,DUKE,PK,14,19,73.7,49,0-0,6-6,2-2,6-11,0-0,56,56,100.0
73,Max Gilbert,TENN,PK,14,19,73.7,53,0-0,4-4,4-6,4-6,2-3,64,64,100.0
73,Kyle Konrardy,ISU,PK,14,18,77.8,63,0-0,2-2,5-5,4-7,3-4,19,21,90.5
73,Yousef Obeid,MOST,PK,14,22,63.6,49,1-1,4-4,3-4,6-10,0-3,37,38,97.4
73,Sam Keltner,SMU,PK,14,20,70.0,51,0-0,4-4,4-4,5-10,1-2,36,38,94.7
73,Scott Starzyk,ARK,PK,14,18,77.8,53,0-0,5-5,4-4,3-6,2-3,47,47,100.0
73,Cade Graham,CMU,PK,14,17,82.4,47,0-0,6-6,4-5,4-5,0-1,35,35,100.0
85,Stephen Rusnak,CIN,PK,13,17,76.5,46,0-0,6-6,3-3,4-8,0-0,47,47,100.0
85,Jai Patel,RUTG,PK,13,18,72.2,51,0-0,4-6,5-6,3-5,1-1,37,39,94.9
85,Palmer Domschke,WMU,PK,13,19,68.4,50,0-0,2-3,1-3,9-12,1-1,40,42,95.2
85,Brock Taylor,VAN,PK,13,14,92.9,51,0-0,2-2,6-6,4-5,1-1,60,61,98.4
85,Jacob Kauwe,UK,PK,13,17,76.5,51,0-0,2-3,4-4,6-6,1-4,32,32,100.0
85,Tanner Rinker,USU,PK,13,18,72.2,49,0-0,4-4,4-5,5-9,0-0,45,47,95.7
85,Luis Rodriguez,KSU,PK,13,15,86.7,51,1-1,2-2,7-8,2-2,1-2,42,42,100.0
92,Randy Bond,TA&M,PK,12,19,63.2,49,0-0,4-5,3-3,5-8,0-3,36,36,100.0
92,William Joyce,SC,PK,12,15,80.0,49,0-0,2-2,5-5,5-8,0-0,31,31,100.0
92,Jake Weinberg,FSU,PK,12,19,63.2,46,0-0,3-3,6-8,3-6,0-2,46,46,100.0
92,Kali Nguma,UNT,PK,12,13,92.3,46,1-1,9-9,0-0,2-3,0-0,70,70,100.0
92,Martin Connington,MSU,PK,12,16,75.0,50,0-0,6-7,5-5,0-1,1-3,27,28,96.4
92,Tripp Woody,SYR,PK,12,14,85.7,49,0-0,5-5,5-5,2-4,0-0,22,22,100.0
92,Matthew Schramm,AKR,PK,12,13,92.3,48,1-1,4-4,3-3,4-5,0-0,16,17,94.1
99,Scott Taylor Renfroe,TROY,PK,11,16,68.8,47,0-0,5-5,3-4,3-7,0-0,39,40,97.5
99,Andrew Glass,NIU,PK,11,14,78.6,50,0-0,2-2,7-7,1-3,1-2,20,21,95.2
99,Colton Boomer,BOIS,PK,11,15,73.3,52,0-0,5-5,2-2,1-5,3-3,46,47,97.9
99,Carl Hardin,TEM,PK,11,14,78.6,52,0-0,3-3,5-6,2-3,1-2,40,40,100.0
99,Dillon Curtis,UTAH,PK,11,15,73.3,54,0-0,2-2,5-5,2-5,2-3,68,71,95.8
99,Jacob Hathaway,MTSU,PK,11,14,78.6,50,0-0,5-5,2-3,3-4,1-2,27,27,100.0
105,Kade Hensley,WVU,PK,10,12,83.3,50,0-0,5-5,2-2,2-4,1-1,31,32,96.9
105,Grady Gross,WASH,PK,10,13,76.9,51,0-0,4-4,4-6,1-1,1-2,59,59,100.0
105,Enock Gota,RICE,PK,10,13,76.9,49,0-0,2-2,4-4,4-5,0-2,27,27,100.0
105,Chase Meyer,CAL,PK,10,13,76.9,45,0-0,4-4,3-3,3-6,0-0,39,39,100.0
105,Nathan Kirkwood,NAVY,PK,10,11,90.9,48,0-0,4-4,4-4,2-3,0-0,53,53,100.0
105,Jonah Delange,UAB,PK,10,14,71.4,46,0-0,2-2,2-4,6-8,0-0,29,29,100.0
105,Derek Morris,MASS,PK,10,16,62.5,55,0-0,2-2,3-4,2-5,3-5,13,15,86.7
105,Robert Meyer,MIZ,PK,10,14,71.4,40,0-0,6-7,3-5,1-2,0-0,36,38,94.7
113,Alejandro Mata,COLO,PK,9,11,81.8,42,0-0,5-5,3-5,1-1,0-0,30,31,96.8
113,Liam Boyd,CLT,PK,9,12,75.0,42,0-0,4-6,2-2,3-4,0-0,15,15,100.0
113,Nate McCashland,TCU,PK,9,12,75.0,41,0-0,4-5,4-5,1-2,0-0,42,42,100.0
113,Creighton Wilbanks,USM,PK,9,14,64.3,52,0-0,4-5,2-2,2-6,1-1,33,33,100.0
117,Denis Lynch,SJSU,PK,8,16,50.0,48,0-0,0-2,6-7,2-5,0-2,19,19,100.0
117,Christian Pavon,SHSU,PK,8,12,66.7,51,0-0,2-4,3-3,2-4,1-1,16,16,100.0
117,Will Hryszko,KENT,PK,8,11,72.7,39,0-0,2-3,6-7,0-1,0-0,31,31,100.0
117,Riley Callaghan,ODU,PK,8,15,53.3,50,0-0,3-3,2-5,2-3,1-4,32,33,97.0
117,Dylan Cunanan,TOL,PK,8,11,72.7,46,0-0,3-4,3-3,2-3,0-1,48,48,100.0
122,Britton Williams,KENN,PK,7,13,53.8,44,0-0,0-1,5-7,2-5,0-0,38,40,95.0
122,Nathanial Vakos,WIS,PK,7,11,63.6,47,0-0,0-0,4-5,3-5,0-1,19,19,100.0
122,Nathanial Eichner,ODU,PK,7,10,70.0,32,1-1,4-5,2-3,0-1,0-0,19,19,100.0
122,Reagan Tubbs,AFA,PK,7,9,77.8,52,0-0,2-2,3-3,1-2,1-2,14,14,100.0
126,Tanner Cragun,UTEP,PK,6,8,75.0,38,0-0,4-4,2-2,0-2,0-0,0,0,0.0
126,DC Pippin,BALL,PK,6,9,66.7,47,0-0,2-2,1-1,3-4,0-2,5,6,83.3
126,Upton Bellenfant,TTU,PK,6,6,100.0,33,0-0,5-5,1-1,0-0,0-0,14,16,87.5
126,Drew Henderson,LT,PK,6,11,54.5,51,1-1,2-2,2-3,0-4,1-1,27,29,93.1
126,Hamilton DiBoyan,USA,PK,6,9,66.7,47,0-0,3-4,1-3,2-2,0-0,20,22,90.9
126,Erik Sandvik,WYO,PK,6,11,54.5,41,0-0,2-2,2-4,2-3,0-2,24,24,100.0
126,Caleb Ojeda,ORST,PK,6,13,46.2,53,0-0,1-2,3-3,1-7,1-1,19,19,100.0
126,Daniel Kinney,KENN,PK,6,7,85.7,50,0-0,4-5,0-0,1-1,1-1,5,6,83.3
134,Noah Burnette,ND,PK,5,6,83.3,48,0-0,1-1,3-4,1-1,0-0,20,22,90.9
134,Isaiah Hankins,CSU,PK,5,10,50.0,50,0-0,2-2,2-3,0-4,1-1,25,25,100.0
134,Kanoah Vinesett,NCSU,PK,5,6,83.3,51,0-0,1-2,3-3,0-0,1-1,48,49,98.0
134,Liam Rickman,GAST,PK,5,9,55.6,47,0-0,1-2,3-4,1-3,0-0,13,13,100.0
134,Reed Harradine,USM,PK,5,8,62.5,43,0-0,0-0,4-5,1-2,0-1,13,13,100.0
139,Jared Zirkel,TA&M,PK,4,7,57.1,39,0-0,1-2,3-5,0-0,0-0,19,20,95.0
139,Abram Murray,CAL,PK,4,6,66.7,49,0-0,0-0,0-0,4-6,0-0,0,0,0.0
139,Owen Wiley,AKR,PK,4,10,40.0,39,0-0,2-2,2-4,0-4,0-0,11,11,100.0
139,John Hoyet Chance,LT,P,4,7,57.1,55,0-0,2-2,0-0,0-1,2-4,3,3,100.0
139,Mathias Brown,SJSU,PK,4,7,57.1,46,0-0,2-2,1-2,1-2,0-1,10,11,90.9
139,David Dellenbach,OHIO,PK,4,6,66.7,45,0-0,0-0,3-4,1-2,0-0,26,29,89.7
145,Luke Akers,NU,P,3,3,100.0,35,0-0,2-2,1-1,0-0,0-0,2,2,100.0
145,RJ Lopez,SHSU,PK,3,6,50.0,40,0-0,2-2,0-1,1-2,0-1,6,6,100.0
145,Carson Holmer,BALL,PK,3,7,42.9,23,0-0,3-4,0-0,0-2,0-1,14,14,100.0
145,Kyle Lemmermann,TCU,PK,3,3,100.0,33,0-0,1-1,2-2,0-0,0-0,9,9,100.0
145,Brack Peacock,OHIO/UIW,PK,3,6,50.0,44,0-0,0-0,2-5,1-1,0-0,16,18,88.9
145,Jacob Medina,AFA,PK,3,6,50.0,31,0-0,2-2,1-2,0-2,0-0,26,26,100.0
145,David Barker,NMSU,PK,3,3,100.0,46,0-0,1-1,1-1,1-1,0-0,4,5,80.0
145,Jack Cassidy,WKU,PK,3,3,100.0,55,0-0,0-0,0-0,1-1,2-2,0,0,0.0
145,Carlos Arreola,UTEP,PK,3,6,50.0,42,0-0,1-1,1-1,1-3,0-1,27,28,96.4
145,Oliver Robbins,MIZ,KR,3,5,60.0,49,0-0,1-1,0-0,2-3,0-1,3,3,100.0
155,Braeden McAlister,GAST,PK,2,7,28.6,60,0-0,0-1,0-0,0-3,2-3,7,8,87.5
155,Nick Keller,LOU,PK,2,4,50.0,57,0-0,0-0,0-0,0-1,2-3,1,2,50.0
155,Luke Stagg,ULM,PK,2,4,50.0,44,0-0,0-0,1-1,1-3,0-0,11,13,84.6
155,Blake Craig,MIZ,PK,2,2,100.0,55,0-0,0-0,0-0,1-1,1-1,3,3,100.0
155,Robert Hammond III,TOL,PK,2,3,66.7,50,0-0,0-0,0-0,1-2,1-1,0,0,0.0
155,Robert Czeremcha,FIU,PK,2,3,66.7,39,0-0,0-0,2-2,0-1,0-0,12,12,100.0
155,Philippe Laforge,CCU,PK,2,4,50.0,51,0-0,0-0,0-0,1-2,1-2,1,1,100.0
155,Chase Smith,ISU,PK,2,3,66.7,38,0-0,0-0,2-3,0-0,0-0,12,12,100.0
155,Kaegan Kent,LT,PK,2,2,100.0,42,0-0,0-0,1-1,1-1,0-0,9,9,100.0
164,Chase Allen,RICE,PK,1,1,100.0,45,0-0,0-0,0-0,1-1,0-0,2,2,100.0
164,Brayden Beck,LIB,PK,1,2,50.0,32,0-0,0-0,1-2,0-0,0-0,2,2,100.0
164,Bert Auburn,MIA,PK,1,1,100.0,31,0-0,0-0,1-1,0-0,0-0,8,8,100.0
164,Brendan Franke,IU,PK,1,2,50.0,58,0-0,0-0,0-0,0-0,1-2,0,0,0.0
164,Hunter Smith,WMU,PK,1,2,50.0,21,0-0,1-1,0-0,0-1,0-0,0,0,0.0
164,Collin Rogers,SMU,PK,1,4,25.0,43,0-0,0-0,0-1,1-1,0-2,12,12,100.0
164,Sam Carpenter,PITT,PK,1,3,33.3,24,0-0,1-1,0-1,0-0,0-1,6,6,100.0
164,Davis Little,USA,PK,1,1,100.0,23,0-0,1-1,0-0,0-0,0-0,13,15,86.7
164,Nick Konieczynski,NCSU,PK,1,3,33.3,29,0-0,1-1,0-0,0-2,0-0,3,3,100.0
164,Paddy McAteer,TROY,PK,1,2,50.0,53,0-0,0-0,0-0,0-0,1-2,0,0,0.0
164,Canaan Moore,BOIS,PK,1,2,50.0,35,0-0,0-1,1-1,0-0,0-0,4,4,100.0
175,Matthew Dennis,WAKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Stone Eby,SMU,TE,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Hunter Herring,ULM,QB,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,0,1,0.0
175,Quinn Castner,CLEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Kyle Lowe,VT,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Reid Schuback,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Buck Buchanan,COLO,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
175,Josh Turbyville,TENN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Andrew Conrad,ECU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,6,6,100.0
175,Zach Benedict,MTSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Dino Beslagic,CIN,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Ryan Eckley,MSU,P,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,0,0,0.0
175,Marlon Hauck,MSST,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Ian Hershey,TTU,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Austin Welch,OU,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
175,Noah Perez,ECU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Connor Gibbs,AUB,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
175,Mason Love,SC,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,1,1,100.0
175,Marcello Diomede,ND,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,3,66.7
175,Kellan McLaughlin,M-OH,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Adam Zouagui,USF,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Nick Clegg,SDSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Zach Schreiner,UK,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Mason Rohmiller,VAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Ryan Capriotti,MD,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Jackson Courville,OSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,4,4,100.0
175,Will Rocha,MIA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Travis Kenner,BGSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Gage Hurych,ORE,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,16,16,100.0
175,Towns McGough,AUB,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
175,Brunno Reus,FSU,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Erik Schmidt,ND,PK,0,3,0.0,0,0-0,0-0,0-2,0-1,0-0,41,42,97.6
175,Mike Baker,MISS,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,3,3,100.0
175,Cosme Salas,DUKE,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,AJ Seidler,STAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Tyler Prasuhn,ARIZ,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,0,0,0.0
175,Miguel Arenas,UNT,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,7,7,100.0
175,Lucas Glassburn,TEM,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Makenzie Ryan,ULM,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Keelan Anderson,WYO,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,0,0,0.0
175,Dane Pizzaro,RUTG,PK,0,1,0.0,0,0-0,0-0,0-0,0-0,0-1,2,2,100.0
175,Tucker Cornelius,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Daniel Jackson,MINN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Peter Notaro,ALA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,5,5,100.0
175,Jaffer Murphy,UTSA,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Justin Dewers,VAN,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Matthew Parker,PSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Dane Efird,KU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,William Weisberg,USC,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,2,2,100.0
175,Anthony Ruggles,TOL,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Blake Sislo,MSU,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,6,6,100.0
175,Noah McGough,UCF,PK,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Conor Donaghy,JVST,P,0,0,0.0,0,0-0,0-0,0-0,0-0,0-0,1,1,100.0
175,Cameron Smith,ORST,PK,0,1,0.0,0,0-0,0-0,0-0,0-1,0-0,1,1,100.0
175,Danny Hagan,ULM,PK,0,1,0.0,0,0-0,0-0,0-1,0-0,0-0,0,0,0.0
175,Jacob Chambliss,ULM,PK,0,2,0.0,0,0-0,0-1,0-1,0-0,0-0,8,9,88.9
